Label,Cell type id,Cell type name
1440,8,central cell
1392,8,central cell
1624,8,central cell
1496,8,central cell
1528,8,central cell
1508,8,central cell
1442,8,central cell
1618,8,central cell
1522,8,central cell
1418,8,central cell
1446,8,central cell
1430,8,central cell
1598,8,central cell
1537,8,central cell
1409,8,central cell
1497,8,central cell
1573,8,central cell
1445,8,central cell
1621,8,central cell
1397,8,central cell
1453,8,central cell
1507,8,central cell
1419,8,central cell
1563,8,central cell
1595,8,central cell
1479,8,central cell
1575,8,central cell
1559,8,central cell
1527,8,central cell
1551,8,central cell
1615,8,central cell
