from,to,distance,distance normalised by mean labelledImageArea
6,7,29.334928779623784,1.3650015787490417
6,10,26.25679513424287,1.3530943574263021
6,12,17.491853693979955,0.8549334972962783
6,13,29.984302535320033,1.3867443612066426
6,14,28.66840592923855,1.3411218985752862
6,842709,16.490862799368625,0.918539202755604
6,842712,14.411166612651455,0.7917649760873948
6,842773,19.106500159097696,0.9380724472843466
7,10,15.491678386798494,0.9089757883038437
7,444,26.156880702599082,1.1976720530360863
9,10,16.991299479439473,0.9916013410477864
9,12,22.514345188123954,1.2288636643944593
9,31,21.945693044650014,1.0817178379119077
9,41,18.618166949514652,0.884815518388433
9,444,27.451518333418285,1.252818925872645
9,842708,10.049990857707286,0.649992504755745
10,444,21.35838470975743,1.0792067354482235
10,842708,12.533034646086321,1.0212308583728285
10,842709,12.400961716334747,1.0093964057621794
12,13,24.075258594872857,1.3091748173236655
12,23,15.299489742997944,0.9911024976556061
12,41,26.000328905804245,1.3059672567585812
12,842708,15.714502387603634,1.1321310041168302
12,842709,14.723462562862055,1.0598522107343846
13,14,15.526451928563715,0.8001587882237917
13,19,22.627036962227297,1.3517052374084746
13,20,29.232056213855373,1.431855384301097
13,23,17.796908700785654,1.0501469768436322
13,457,20.59147167425205,1.1025861529668883
13,842710,18.573875311479842,1.19044814025962
13,842711,17.044206132583597,1.101360060137443
14,15,23.203080627580466,1.3790229562259697
14,18,20.358616790931553,1.3413256283133712
14,19,19.011427204710337,1.1577438839910907
14,842712,19.914893680107856,1.2847061932259303
14,842772,17.062373327295365,0.8670010359108717
15,16,11.146214198551915,0.8858695646952645
15,18,11.983376703166776,0.9866432820368038
15,323,17.70231482716314,1.164647399454007
15,453,17.86369424979056,1.0460933534625259
15,842772,18.976572220767373,1.087598735963834
16,17,18.243701595071094,1.1913559454965315
16,18,10.80700454566389,1.0517640209334242
16,323,17.502497369232767,1.272802872154157
16,332,15.379592793373948,0.9869181771075297
17,18,20.584801812016547,1.376292173703035
17,19,21.172559135824837,1.3055943991066583
17,20,18.83490907862313,0.9422608938366323
17,332,18.134843224025946,0.9545064166858261
17,338,13.3194035962576,0.9436319036558787
17,339,16.729390919277364,1.1337075730614978
17,342,23.210844567356872,1.3494950771062426
17,343,19.765323781056566,1.192402375288213
18,19,8.094261364695358,0.6990742795780255
19,20,16.237765374582796,0.9223591466536344
20,46,18.098021804882436,0.8767362629753164
20,343,18.82268456331349,1.0494312894354787
20,842711,16.109726048570785,0.9818602986163114
23,41,24.966756309623005,1.3434117074626983
23,43,15.604776960536803,0.9979276133601569
23,457,17.87177848833362,1.1328156770652524
26,27,6.286322454344823,0.6837353099862514
26,444,21.766052449858684,1.1960877140349375
27,28,8.428567776318818,0.8990471016095397
27,29,10.411849651238745,1.0649969179585284
27,444,22.27824077996286,1.223483246762835
28,29,8.896968022871635,0.8963026962320199
28,33,15.196468127824971,1.0414736950286818
29,33,19.335634077009228,1.3018518682275033
29,444,19.297868100129598,1.0431988752377985
29,445,15.70659121388215,0.9980297452297943
31,37,15.153052320902223,0.6814663595668813
31,41,30.53470941813594,1.4050430990065625
31,444,21.338408281781472,0.9451989636706721
31,445,24.642067937776645,1.2094494080038762
33,34,18.06343085490683,0.9778312464429365
33,445,17.537959044313013,0.9217148295872297
33,842703,15.142946121874685,1.0741717929387802
33,842706,14.373197389933805,1.0255535103029139
33,842766,15.43007064274172,1.1049698844863183
34,55,28.09135011440354,1.3585165602435554
34,445,23.682531188409747,1.233987471819509
34,446,20.429641642476273,1.1797517173885017
34,842703,15.22974605829,1.063651393947532
37,39,19.67160619878306,0.8707132018486435
37,40,30.484020305891402,1.3812522077527272
37,41,32.01359170867898,1.396387322283294
37,445,28.176728658415975,1.30186137620738
37,446,26.414557562828875,1.3207534679877901
37,842698,15.09597678224234,0.8363492634023844
39,40,25.291106326335353,1.1925655000208213
39,55,34.568048730149656,1.5610527143010897
39,58,18.1988243675244,0.8893690249047503
39,59,24.298177628991017,1.2106834033963862
39,60,22.55784435822713,1.249992436649598
39,86,26.42780815731792,1.3932306567897983
39,842697,22.947688925902753,1.379571032358619
39,842698,21.221308505603506,1.2494606536937722
40,41,18.238674733653216,0.8458619575366356
40,60,14.141143269198565,0.8132898209638988
40,63,27.26578984808619,1.3226091949705552
40,440,24.968158504182888,1.4631880608611674
40,842770,16.631486202080684,1.0609580537592946
41,43,23.668147389265602,1.1795967914543148
41,842769,18.680324503605405,1.107604449308125
41,842770,19.579993775535286,1.161330976877703
43,45,24.380589929285954,1.222354237725958
43,440,15.357672489345516,1.0152049786072799
43,457,15.166589925448767,0.866878851305502
43,842769,8.740718016273034,0.6451105305897178
45,46,27.870278246547876,1.314068673238633
45,47,19.22258746309664,0.9790522068512162
45,49,20.994095195792557,1.0247852160087878
45,63,24.648894273374616,1.1508290693501542
45,440,17.86795508305301,0.9912120690863515
45,457,23.847513758862238,1.1891086408611584
45,842760,23.351191890402514,1.3242544894741226
45,842761,21.03382931673642,1.1806710367571251
46,47,17.39740562797798,0.9415895627490722
46,316,19.579105395293215,1.0015044892487226
46,343,22.43910062591636,1.29269095398352
46,457,24.773496225529495,1.3091407881823438
46,842710,19.595339427486326,1.2325451212278618
46,842711,19.36159113528638,1.227450377072517
47,316,21.359411309125537,1.1980560764524106
47,317,24.48639009148551,1.2231344027884574
47,842761,10.268094626385173,0.7103651797728282
49,50,15.039794429778619,0.9495588005655936
49,51,20.67414504786111,1.2202902937595586
49,52,20.683721025482818,1.3101318614330102
49,63,22.165724197733763,1.1303953558215973
49,64,24.4956919628738,1.2095863718875834
49,842760,17.715367481381808,1.1514706468184865
50,51,17.212332760262335,1.2407496485835612
50,64,20.796560587029767,1.1707670703797133
50,68,12.725560993920858,0.9503649816712704
50,69,8.385551927571615,0.8278876653417939
50,70,13.514392145412982,1.2247916306762432
51,52,10.69082421144413,0.7739104451131242
