genotype,replicate id,time point,cell label,angleGiniCoeff,lengthGiniCoeff,angleGiniCoeff_ignoringGuardCells,lengthGiniCoeff_ignoringGuardCells,labelledImageArea,originalPolygonArea,regularPolygonArea,ratio_originalPolygonArea_labelledImageArea,ratio_regularPolygonArea_labelledImageArea,ratio_regularPolygonArea_originalPolygonArea
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,109808,0.1193360670517349,0.2615347810655346,0.1242331473634051,0.2717166076963047,815.607,956.987,1156.7691332635632,1.1733432891086026,1.4182923065441606,1.2087615957829763
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,107248,0.1687994153001222,0.2910714060709399,0.1262915457855563,0.3129159813625274,1199.33,1137.99,1389.4927330533792,0.9488547772506317,1.1585574721330905,1.2210061011550006
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,111088,0.1140499967623608,0.1234518733923169,0.1326619441110509,0.0594034102504551,2167.69,2008.07,2166.6018337853893,0.9263640096139207,0.9994980065347855,1.0789473642778336
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,105968,0.0966261388911902,0.2561950671070197,0.0915353701368289,0.2348089002802454,2016.38,2238.35,2562.001613067586,1.1100834168162745,1.2705946364611758,1.1445938361148105
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,105456,0.1227935294207784,0.3402465969681202,0.1252209212943787,0.3502258852786722,3043.57,3624.06,5076.602032646409,1.1907266795243743,1.66797610458981,1.4008051833155104
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,111112,0.1949398641617287,0.2990614859321435,0.2150197606710537,0.3137701673268969,782.511,698.138,959.3690733920274,0.892176595600573,1.2260135300232553,1.374182573348002
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,107784,0.0664540216075157,0.2881568266337282,0.0664540216075157,0.2881568266337282,2966.38,2585.48,2963.666709863416,0.8715943338345054,0.9990853194342654,1.1462733070313504
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,106568,0.1172381676646494,0.2104820624801688,0.1172381676646494,0.2104820624801688,734.212,645.093,772.2063409184078,0.8786195267851792,1.0517484608238599,1.1970465357993465
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,108104,0.1411791572454593,0.3375145165102938,0.1411791572454593,0.3375145165102938,1873.48,1756.22,2008.494511939164,0.9374105941883554,1.072066161335677,1.1436463039591647
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,109896,0.1329163849995332,0.2329810091363726,0.1329163849995332,0.2329810091363726,2481.26,2345.59,3214.528397672748,0.9453221347218752,1.295522596452104,1.3704562168464
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,111048,0.1129839447996335,0.3700249796802241,0.1075635031269387,0.3549857969559316,2815.76,3317.09,3963.4184298670734,1.1780442935477455,1.407583895597307,1.1948480233780432
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,107976,0.1512375503135229,0.3062972707615481,0.1697366457949087,0.2965469355537725,2564.18,2646.32,3230.4407065912906,1.032033632584296,1.25983382858898,1.2207294305266523
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,110024,0.0877849641082158,0.3301101489309364,0.0642543701564165,0.3962964521800537,1605.63,1618.55,1891.494176217291,1.0080466857246064,1.1780386366829785,1.1686349981262802
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,108488,0.1284672066428255,0.2379242422394823,0.130409683857918,0.2492620654416845,1280.01,1527.39,2021.7914856946547,1.1932641151241006,1.5795122582594314,1.3236904036916928
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,110632,0.1506807712152039,0.3387732644936068,0.1633793765289171,0.3321021941401418,3171.6,3738.73,5726.300776064003,1.1788151090932022,1.8054927405927617,1.5316165585811232
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,110760,0.1632778846640529,0.2110552285750715,0.1835158212050907,0.2304430486120278,1549.8,1832.44,2414.2501562234565,1.1823719189572848,1.5577817500473974,1.3175057061750761
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,111016,0.1665483825896259,0.3273922225627642,0.1479401796891643,0.3489417193872291,1111.35,1163.49,2104.6879093670022,1.0469159130786883,1.893811948861297,1.8089437033124498
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,111528,0.1859353488226782,0.3338427404531622,0.1743753796751468,0.3288866699207482,1738.84,1618.9,3182.40686451875,0.9310229808378,1.830189588759604,1.9657834730488293
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,109160,0.127440827337404,0.2750926562023452,0.127440827337404,0.2750926562023452,2323.75,2472.22,2877.129719159505,1.0638924152770306,1.2381408151305024,1.1637838538477583
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,108904,0.1726472413221084,0.2505210784674999,0.1355155876311796,0.2761181398147279,689.153,435.937,540.1005124958954,0.632569255303249,0.7837164062202375,1.2389416647265439
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,110056,0.1446774464971403,0.3334244198739197,0.1314683628288957,0.3122673874294489,3510.97,4036.55,6564.39496714188,1.149696522613409,1.8696813037826814,1.6262389830775985
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,111128,0.1119356385247788,0.2465428567185962,0.1066449185235285,0.2589263745865922,1019.28,1166.35,1406.809942543531,1.1442881249509458,1.380199692472658,1.2061644811107566
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,106776,0.123301789374744,0.3094622885849224,0.1333693094105771,0.3190891386046924,1534.03,1875.81,2406.093560348309,1.2227987718623494,1.5684788174600948,1.2826957742779435
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,110872,0.1629810133503113,0.3325570169699564,0.1761070881529634,0.3418694744845003,1033.1,921.701,1164.8277154221985,0.8921701674571678,1.127507226233858,1.2637804618007342
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,105752,0.1913499069638317,0.2035807277293064,0.1913499069638317,0.2035807277293064,1790.43,1552.24,2379.4800598631514,0.8669649190417944,1.3289992124032501,1.5329330901556146
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,110680,0.1589195058122224,0.3278241967528647,0.1526702636106036,0.330108368775916,2095.55,2380.67,2754.463657191008,1.1360597456514996,1.3144347103104235,1.1570119576383993
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,111320,0.1809563769078968,0.2522504585869698,0.1925376719651495,0.2593662197037116,3499.7,4274.78,6167.663773933268,1.2214704117495785,1.7623407074701456,1.44280261766296
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,109272,0.2102129157963091,0.2525828434879116,0.2102129157963091,0.2525828434879116,1639.79,1797.83,2607.9031216882954,1.0963781947688422,1.5903884776028,1.4505838269960427
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,108248,0.1293257194282139,0.3563996267532235,0.1146315490297237,0.3643394606847993,934.244,992.597,1304.188633458826,1.0624601281892097,1.395982883977661,1.3139155502775306
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,110648,0.2227352887315239,0.2490335096730459,0.0734659257801309,0.2516504500959963,672.124,662.545,806.6498623729594,0.9857481655170771,1.200150362690455,1.217501999672414
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,107576,0.1186743599072283,0.297196925397256,0.1365152891951897,0.2779034825156802,1115.42,1304.52,1652.157454780428,1.169532552760395,1.4811976249129726,1.2664868723978382
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,110904,0.1776615570339885,0.2596777034693233,0.1916869049530044,0.2663323350675817,1395.38,1551.74,2191.4183897643866,1.112055497427224,1.5704814385790153,1.4122329705777943
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,109880,0.0817966646740624,0.2971277914457818,0.0055997562845531,0.2048906126968137,821.36,793.26,878.1236215472968,0.9657884484269991,1.069109308399845,1.1069808405154637
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,108728,0.125552923230886,0.2439355476502097,0.0929183604131587,0.2211659472250679,2368.86,2449.47,2683.4016376592363,1.0340290266203995,1.1327818603291187,1.0955029609095994
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,109752,0.1718355012635473,0.3308734662486812,0.1355267604633875,0.3324945110056785,1551.55,1267.53,1549.3651366279266,0.816944345976604,0.9985918189087858,1.222349874660108
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,111288,0.2119572587490632,0.3118487877415374,0.189443404086985,0.3690411246385367,873.955,523.756,744.5285525028373,0.5992940139938555,0.8519071948817013,1.4215179444299204
WT_4dag,20210712_XVE_5_0_A_merged_Region1,96h,110200,0.1947946706574315,0.1916027462767424,0.1734707946027525,0.2010779930836053,1069.68,883.325,1451.072231678265,0.8257843467205146,1.3565479691854245,1.6427387786808536
