genotype,replicate id,time point,cell label,angleGiniCoeff,lengthGiniCoeff,labelledImageArea,originalPolygonArea,regularPolygonArea,ratio_originalPolygonArea_labelledImageArea,ratio_regularPolygonArea_labelledImageArea,ratio_regularPolygonArea_originalPolygonArea
WT inflorescence meristem,P1,T0,684,0.1165481557566149,0.3082402886367942,29.7882,29.6392,35.45679448641014,0.9949980193499439,1.1902966438526041,1.1962804153421867
WT inflorescence meristem,P1,T0,428,0.1133386902688843,0.1706652044398969,26.8753,24.0895,28.06499756993231,0.8963434826774027,1.044267322408766,1.165030306562291
WT inflorescence meristem,P1,T0,620,0.0581217078731993,0.1866217509212514,39.1664,39.0405,41.70692887147222,0.9967855100290044,1.0648650085653064,1.0682990451319072
WT inflorescence meristem,P1,T0,492,0.0637793999431561,0.2467761254359728,39.8819,37.4614,40.34528853257445,0.9393083077787165,1.0116190184663831,1.076982935303391
WT inflorescence meristem,P1,T0,540,0.1138691835396258,0.2400289354199889,40.5047,40.5667,47.4932381422854,1.0015306865623002,1.1725364745890081,1.1707444318193347
WT inflorescence meristem,P1,T0,412,0.0758443074707551,0.3450413267902035,22.4937,21.1846,25.987606460157377,0.9418014821927917,1.1553282234651203,1.2267216024922527
WT inflorescence meristem,P1,T0,476,0.0774274900740666,0.1378135076564987,32.157,29.9375,31.120628945977547,0.9309792580153622,0.9677715255147418,1.0395199647925695
WT inflorescence meristem,P1,T0,700,0.1012393705128424,0.2292817017670788,40.791,41.2946,50.91860260859987,1.0123458606065066,1.248280321850405,1.2330571699108326
WT inflorescence meristem,P1,T0,444,0.0665624069330507,0.2297804287149009,45.9502,49.1782,53.82096003519416,1.0702499662678289,1.171288917897945,1.0944068720529456
WT inflorescence meristem,P1,T0,636,0.1030914569670458,0.1866928318679185,46.7542,46.4107,49.43432343330475,0.9926530664624783,1.057323693557044,1.065149274484219
WT inflorescence meristem,P1,T0,764,0.1057872596058919,0.1054930196996963,22.6632,16.9217,18.11207705694227,0.7466597832609694,0.7991844513105947,1.070346186077183
WT inflorescence meristem,P1,T0,514,0.0478171255601767,0.1505899560954354,41.1697,40.8892,42.65134875092041,0.9931867368477303,1.0359888158262123,1.0430957013323912
WT inflorescence meristem,P1,T0,578,0.0790068380930373,0.218595549609115,38.4991,39.5861,42.47002227981204,1.0282344262593153,1.1031432495775757,1.072851891947225
WT inflorescence meristem,P1,T0,706,0.0895380923177107,0.2897922577770728,35.9864,39.4686,46.49001980414514,1.0967643331925394,1.2918774816081946,1.177898881747646
WT inflorescence meristem,P1,T0,450,0.082880100558362,0.0816577456283048,27.8112,27.8595,28.846973696120724,1.0017367103900587,1.0372430422319325,1.035444774533668
WT inflorescence meristem,P1,T0,546,0.0816299813147417,0.1754936666819395,27.9883,25.2894,26.87179555806513,0.9035704204971363,0.9601081722743122,1.0625714946999585
WT inflorescence meristem,P1,T0,674,0.0650971269091341,0.2111396815261621,32.5713,32.725,35.342459241607656,1.004718878276274,1.0850797862414965,1.0799834756793782
WT inflorescence meristem,P1,T0,610,0.1048123247685198,0.2734473502917612,33.554,30.4666,39.13022591166549,0.9079871252309709,1.1661866219129013,1.2843647112465943
WT inflorescence meristem,P1,T0,738,0.0818347671416389,0.2900924372829787,33.4822,31.8429,38.22117281676898,0.951039656892319,1.141537079904217,1.2003043949128056
WT inflorescence meristem,P1,T0,530,0.0705845537340533,0.2905505866127252,23.2521,23.1949,27.004009970129555,0.9975400071391402,1.161357897571813,1.1642218750729494
WT inflorescence meristem,P1,T0,658,0.0760540130440245,0.1668362363306099,34.2283,34.5884,39.51325006658543,1.0105205341778587,1.154402937527877,1.142384442951551
WT inflorescence meristem,P1,T0,338,0.1114851117349408,0.3640097774504365,37.545,40.7545,48.7557629995656,1.0854840857637502,1.2985953655497562,1.1963283318299966
WT inflorescence meristem,P1,T0,722,0.1480629741258479,0.3209772499363608,29.8666,32.4066,39.07559994151089,1.0850448326893587,1.3083377398669715,1.2057914110554915
WT inflorescence meristem,P1,T0,466,0.1093735138715998,0.1795306330720599,35.5153,35.7013,42.61469619655254,1.0052371794691302,1.1998968387301399,1.193645503008365
WT inflorescence meristem,P1,T0,690,0.0972292557201909,0.2534765522891338,30.8019,30.5933,37.37681274544239,0.993227690499612,1.2134580251686549,1.2217319722109872
WT inflorescence meristem,P1,T0,434,0.0635329678612779,0.2181136582225497,41.2541,42.2803,47.19986046522544,1.0248751033230636,1.1441253224582633,1.1163558552144957
WT inflorescence meristem,P1,T0,626,0.0796113541963684,0.2914859655657001,35.8512,32.1188,35.69108386574304,0.8958919087785068,0.995533869598313,1.111220962979409
WT inflorescence meristem,P1,T0,754,0.0876250392537201,0.2999138889155875,32.8754,34.1149,39.239732831563,1.0377029633099522,1.1935895177416245,1.1502227129952896
WT inflorescence meristem,P1,T0,498,0.0893163322931135,0.2031406359500906,24.6049,26.433,28.59631521981598,1.0742982088933504,1.16222033903068,1.0818414565057308
WT inflorescence meristem,P1,T0,714,0.0803139283606802,0.0981762708705684,30.9047,28.9051,30.487285556484032,0.9352978673146803,0.9864934963446995,1.0547372455547301
WT inflorescence meristem,P1,T0,554,0.102845877361972,0.2866808017729225,32.3768,32.672,36.442301277023134,1.0091176397914554,1.12556834761382,1.115398545452471
WT inflorescence meristem,P1,T0,618,0.0684712579816892,0.2351966189291791,29.9116,29.4707,31.722764637507854,0.9852598991695529,1.060550576950342,1.076417073144101
WT inflorescence meristem,P1,T0,746,0.0939883884972011,0.2368224975901646,31.5457,25.5141,28.382759298667185,0.8087980295254187,0.8997346484201392,1.1124342735454977
WT inflorescence meristem,P1,T0,538,0.1044192370837648,0.2012813121847401,35.4531,31.9184,34.367594914991834,0.9002992686112075,0.969381941635339,1.0767330102696826
WT inflorescence meristem,P1,T0,666,0.076905028057783,0.2152939657128864,32.5545,33.6939,36.23163212491048,1.0349997696171036,1.1129531132381234,1.0753172569785772
WT inflorescence meristem,P1,T0,410,0.1059857504371939,0.2864908069018912,26.1875,26.82,33.99789860037363,1.0241527446300716,1.2982491112314514,1.267632311721612
WT inflorescence meristem,P1,T0,602,0.0834525924578852,0.1577020629651037,30.4712,29.713,31.886490349191988,0.9751174879886582,1.046446820249678,1.0731494749500887
WT inflorescence meristem,P1,T0,346,0.0418622014950225,0.1413449557961478,35.0177,34.4243,35.38194620157561,0.9830542839763892,1.0104017740050206,1.027818901228946
WT inflorescence meristem,P1,T0,730,0.0624717082951825,0.2220627405318909,36.1762,32.6697,36.5753623812256,0.9030716327309114,1.0110338394089373,1.1195499922321173
WT inflorescence meristem,P1,T0,570,0.1114736119267808,0.1205964669239619,34.2576,34.6787,38.43064595402661,1.012292162906917,1.1218137275823938,1.1081916552242908
WT inflorescence meristem,P1,T0,698,0.0614349590286459,0.2321888836619424,39.8222,43.2667,46.80628108735687,1.086496979071975,1.1753815983887599,1.0818084366812555
WT inflorescence meristem,P1,T0,442,0.1204239672947218,0.1880887916540034,38.8184,37.3252,39.97168986545727,0.9615337056653547,1.02970987638484,1.070903568244973
WT inflorescence meristem,P1,T0,634,0.0841788979332161,0.05111821959542,37.1285,34.8362,36.09612701263838,0.9382603660260984,0.9721945947894036,1.0361671770353362
WT inflorescence meristem,P1,T0,506,0.1032915782848145,0.3152549090761917,30.2173,28.5873,35.57359435144026,0.9460573909647784,1.1772591975934403,1.2443845466847259
WT inflorescence meristem,P1,T0,518,0.0774080111403617,0.2496138365192313,37.9556,37.0851,40.88002174655111,0.9770653078860564,1.0770484920947399,1.1023300933946818
WT inflorescence meristem,P1,T0,646,0.0860561027956735,0.1252007826699025,26.7112,22.1875,23.833331500881272,0.830644074395759,0.8922598573213211,1.07417832116648
WT inflorescence meristem,P1,T0,390,0.0819834349976624,0.2435290514551188,43.7137,41.2293,45.92087992076979,0.9431665587676175,1.0504917204622302,1.1137923738887099
WT inflorescence meristem,P1,T0,710,0.0533847840374011,0.144193458998524,35.4961,32.6245,34.011289385420085,0.9191009716560411,0.9581697534495364,1.0425076057999383
WT inflorescence meristem,P1,T0,454,0.0476143299990666,0.2716656106986652,22.903,22.3052,24.311140243672327,0.9738986159018469,1.0614827858216098,1.0899315067191653
WT inflorescence meristem,P1,T0,550,0.1164301008087075,0.1765284850444013,35.3468,34.2766,36.69642701624301,0.9697228603437935,1.0381824384737233,1.070597055024215
WT inflorescence meristem,P1,T0,678,0.1068222810030149,0.1969168606161842,34.7739,33.0379,39.70551533181867,0.9500775006542264,1.1418194488342885,1.2018171654923184
WT inflorescence meristem,P1,T0,422,0.0512557780540343,0.2087677927765186,33.505,35.1772,37.69657157097441,1.0499089688106251,1.1251028673623165,1.0716194458619337
WT inflorescence meristem,P1,T0,614,0.0632433376350336,0.2198214900052591,18.4968,16.7361,18.54307079525546,0.9048105618269106,1.002501556769574,1.1079684511478456
WT inflorescence meristem,P1,T0,742,0.0521866508805163,0.2239151905918754,38.3313,41.5073,45.02411112123749,1.0828565689136556,1.174604334349148,1.0847275327770654
WT inflorescence meristem,P1,T0,662,0.0866624400314255,0.2988964668958442,32.1066,30.6066,36.57169041470931,0.9532806338883594,1.139070795870921,1.1948955589549086
WT inflorescence meristem,P1,T0,726,0.08797847403574,0.2245417998432284,32.7129,30.7665,33.28774148327013,0.9405005364856067,1.017572318054044,1.0819476210576482
WT inflorescence meristem,P1,T0,566,0.1041288126112179,0.1655661858067794,38.2382,39.9945,43.783962329039646,1.0459305092812947,1.1450319923280816,1.0947495862941066
WT inflorescence meristem,P1,T0,694,0.0567307183462453,0.269740876810852,35.3992,39.7411,45.655833087922936,1.1226553142443898,1.2897419458045078,1.148831639987895
WT inflorescence meristem,P1,T0,438,0.0752311427487262,0.1500114377609479,34.2746,33.8458,35.01079693492559,0.9874892777742117,1.0214793734989056,1.0344207238394598
WT inflorescence meristem,P1,T0,630,0.0446033563575354,0.2261655202248375,43.0218,42.0596,45.51510900515984,0.9776345945543888,1.0579545487441215,1.082157438614724
WT inflorescence meristem,P1,T0,758,0.0871166817348868,0.1497273232313939,30.6544,29.1185,31.959595724309487,0.9498962628529674,1.0425777612450249,1.0975701263564224
WT inflorescence meristem,P1,T0,502,0.092489107722112,0.1654596207103273,35.9089,36.3036,39.16261278250785,1.0109917040065277,1.0906102047823198,1.0787528725114823
WT inflorescence meristem,P1,T0,398,0.0900293167040815,0.2608951129813127,30.1346,27.2458,31.326427097025476,0.9041367730117539,1.0395501216882082,1.1497708673272753
WT inflorescence meristem,P1,T0,462,0.097497479225346,0.1892762090576408,41.6631,41.8177,46.02122090767581,1.0037107176374298,1.1046038558742823,1.100520136393819
WT inflorescence meristem,P1,T0,686,0.1101850620045902,0.2126423322543927,24.0171,20.2675,22.27955465605253,0.8438779036603087,0.9276538239859321,1.0992749306057743
WT inflorescence meristem,P1,T0,430,0.0998439958347528,0.2069725331049932,45.3954,46.6256,54.40869813360845,1.0270996620802988,1.1985509133878862,1.166927570553697
WT inflorescence meristem,P1,T0,622,0.0547086795309355,0.2892154731345054,41.8832,45.5195,51.075822889250965,1.0868200137525308,1.2194823434993258,1.122064673145596
WT inflorescence meristem,P1,T0,366,0.0875883622988659,0.1671455146929076,52.3194,51.5394,54.39969531512919,0.9850915721510568,1.0397614520642284,1.0554972567614134
WT inflorescence meristem,P1,T0,750,0.0720965951106593,0.2159643363679951,37.5323,37.5909,41.30843646174627,1.0015613218481147,1.1006103132967142,1.09889458517211
WT inflorescence meristem,P1,T0,494,0.0393686333093375,0.0675445056198667,23.0394,20.4385,20.658547250313635,0.8871107754542219,0.8966616860818265,1.0107663111438527
WT inflorescence meristem,P1,T0,542,0.0890911435977575,0.1326486245159588,29.2022,27.3816,29.15817502632696,0.9376553821287437,0.9984924090077788,1.0648820750550354
WT inflorescence meristem,P1,T0,670,0.129948017448997,0.2191878786416609,39.99,40.1463,49.82351441851191,1.0039084771192797,1.245899335296622,1.2410487247520174
WT inflorescence meristem,P1,T0,414,0.1010563473169386,0.2874427550434571,43.6234,47.9687,58.65600716294154,1.0996093839544832,1.344599622288532,1.2227975151075918
WT inflorescence meristem,P1,T0,606,0.0422845825822131,0.2546428064098785,36.5668,38.1013,42.598185428121496,1.0419642954811468,1.164941570717741,1.118024461845698
WT inflorescence meristem,P1,T0,734,0.0533960830519857,0.1577368804367658,26.7204,24.5267,25.89122151488008,0.917901678118591,0.9689683356117452,1.0556341258661002
WT inflorescence meristem,P1,T0,574,0.0821992867124538,0.2037192291850076,37.0532,38.8558,41.77318787200612,1.0486489695896712,1.1273840821307235,1.075082429701772
WT inflorescence meristem,P1,T0,446,0.0819317615408516,0.2764766881135576,31.8843,34.036,41.05509476217458,1.06748462409399,1.2876272887337838,1.206225607068239
WT inflorescence meristem,P1,T0,638,0.0676812418804059,0.2668126431867886,20.3143,18.6683,22.194638875551764,0.9189733340553206,1.0925623268117417,1.1888944829230175
WT inflorescence meristem,P1,T0,766,0.1184236225703431,0.2075095744308628,27.4166,28.0568,30.26046353621216,1.0233508166585208,1.1037277976194044,1.0785429391880814
WT inflorescence meristem,P1,T0,577,0.0847159059063654,0.1159115527211085,31.9674,30.8621,32.06074930035197,0.9654241508536822,1.0029201405291632,1.0388388768214727
WT inflorescence meristem,P1,T0,705,0.1151545529144468,0.2020682751822747,32.1915,32.846,36.94362566664184,1.0203314539552366,1.1476205105894985,1.124752653797779
WT inflorescence meristem,P1,T0,449,0.0894767739475654,0.1538546575547154,46.6296,43.3049,46.24075688481612,0.9286997958378369,0.9916610240022672,1.067795027463777
WT inflorescence meristem,P1,T0,353,0.0684644132135553,0.3658290986224985,37.5103,35.0103,44.34839806499224,0.9333516394163737,1.1822992102167202,1.266724308703217
WT inflorescence meristem,P1,T0,737,0.1187123162629342,0.2546234421224053,27.2882,27.1221,31.18952822181681,0.9939131199566112,1.14296759118655,1.1499673042211633
WT inflorescence meristem,P1,T0,657,0.0686498384455516,0.2518899209938852,47.023,50.4433,54.0112376011012,1.0727367458477766,1.14861318080729,1.0707316452551914
WT inflorescence meristem,P1,T0,401,0.0890521577884402,0.2023087456821308,27.9307,26.3947,28.146751256139463,0.9450067488462516,1.007735261061823,1.0663789039519094
WT inflorescence meristem,P1,T0,721,0.0479489215178959,0.1291587005806257,37.1412,39.6436,40.84081515801732,1.0673753136678406,1.09960946759979,1.0301994561043226
WT inflorescence meristem,P1,T0,465,0.0908727068715588,0.2439534995559803,32.2255,25.65,30.5851721613975,0.7959535150734667,0.9490984518905061,1.1924043727640352
WT inflorescence meristem,P1,T0,689,0.0813311735985581,0.1769889818582143,29.2148,27.7961,29.517317968300105,0.9514389966729192,1.0103549559914873,1.0619230024463902
WT inflorescence meristem,P1,T0,433,0.0874025824353741,0.1716261649734886,41.925,43.6375,50.91955112323648,1.040846750149076,1.2145390846329513,1.1668759925118644
WT inflorescence meristem,P1,T0,369,0.0904139647149438,0.1689358581076724,39.475,41.5158,44.67091672980905,1.0516985433818873,1.1316255029717301,1.0759979749832365
WT inflorescence meristem,P1,T0,753,0.0859303905764095,0.2631747600551336,43.3305,43.5754,53.38698408464843,1.0056519080093698,1.2320878846228045,1.2251633739368641
WT inflorescence meristem,P1,T0,497,0.0916472897253373,0.2547651264138381,21.0919,20.9048,25.32852790604076,0.9911292960804859,1.2008651617939001,1.2116130221786747
WT inflorescence meristem,P1,T0,521,0.0338014173172732,0.2069753400643708,41.8181,46.4733,49.877082110855305,1.1113202178004262,1.1927151666588225,1.0732416701817022
WT inflorescence meristem,P1,T0,585,0.0597495170654186,0.3219962709351129,42.8338,43.6513,52.74906198326892,1.0190853951785739,1.2314821935777103,1.2084190386831302
WT inflorescence meristem,P1,T0,457,0.0963703899731556,0.238716929762321,32.9557,33.0648,35.828701326690194,1.003310504707835,1.0871776756885818,1.0835904444209612
WT inflorescence meristem,P1,T0,553,0.0848777406224899,0.1064937386441595,29.2528,27.4719,28.53123296961332,0.9391203577093475,0.9753334029430797,1.0385606008180475
WT inflorescence meristem,P1,T0,681,0.0768490899385284,0.1738934769349026,34.7187,34.1893,36.45280604070746,0.9847517332158175,1.0499473206285794,1.066205100446849
WT inflorescence meristem,P1,T0,617,0.1030029412278178,0.201403545201779,36.6075,37.1084,44.20606588400207,1.0136829884586491,1.2075685551868351,1.1912684428324063
WT inflorescence meristem,P1,T0,745,0.0727414957172673,0.3701353844559548,42.555,49.8139,55.38189799216424,1.1705769004817295,1.3014192924959287,1.1117759900783566
WT inflorescence meristem,P1,T0,665,0.0511691442180229,0.2442711408136916,26.1888,25.4309,27.338825885958123,0.9710601478494624,1.0439128897069787,1.0750239230997771
WT inflorescence meristem,P1,T0,601,0.0793595031377947,0.1757220438210382,23.3126,24.8991,27.19835592339894,1.0680533273851909,1.1666805042508746,1.0923429330136005
WT inflorescence meristem,P1,T0,729,0.1004977387375784,0.2466525306468628,29.2015,27.7971,31.777737818433557,0.9519065801414311,1.0882227905564288,1.1432033492138949
WT inflorescence meristem,P1,T0,569,0.0496698415066446,0.1123483967000537,31.5762,30.0209,31.483289219302996,0.9507445481090189,0.9970575692864562,1.0487123710249524
WT inflorescence meristem,P1,T0,697,0.1348693489189967,0.2169713528203282,26.3891,21.1094,24.55492416204989,0.7999287584646692,0.93049494533917,1.1632222688494172
WT inflorescence meristem,P1,T0,441,0.0853835812098559,0.1864329238652332,34.1951,35.9278,39.82982601655814,1.0506710025705437,1.1647816797306674,1.10860742980528
WT inflorescence meristem,P1,T0,761,0.0526885174752322,0.180651913439535,29.2924,28.2677,30.42569772518949,0.9650182299845694,1.0386891386567674,1.0763414683610442
WT inflorescence meristem,P1,T0,505,0.0544922151755418,0.300551048304335,24.0128,25.9708,30.59458245251736,1.0815398454157783,1.274094751654008,1.1780377367088177
WT inflorescence meristem,P1,T0,517,0.0495075483637992,0.1657246758988671,43.17,43.1412,46.16425418102229,0.9993328700486448,1.0693596057684105,1.070073483839631
WT inflorescence meristem,P1,T0,389,0.084535250797052,0.1713682762071769,35.6475,33.9375,36.64448375795708,0.9520302966547444,1.0279678450931224,1.0797637939729527
WT inflorescence meristem,P1,T0,709,0.0678291555256637,0.2602671032063213,37.8254,38.2132,43.93066865240402,1.0102523701005144,1.161406585321081,1.1496202530121535
WT inflorescence meristem,P1,T0,453,0.0924863068227797,0.3215675991811117,29.1909,26.9693,30.52507181157783,0.9238940902815604,1.0457050591649395,1.1318451651165522
WT inflorescence meristem,P1,T0,421,0.1540327388724169,0.0592022446252701,42.7535,42.6862,51.88341616627645,0.9984258598711216,1.2135478069930286,1.2154611131062603
WT inflorescence meristem,P1,T0,741,0.0566474481440578,0.2054834242402151,42.0147,42.5027,46.39749863586129,1.0116149823752163,1.1043158379296125,1.091636499230903
WT inflorescence meristem,P1,T0,661,0.0626512009735782,0.1041285591739083,20.7279,17.2997,17.971707367254247,0.8346093912070205,0.8670298181318052,1.0388450301019234
