genotype,replicate id,time point,cell label,angleGiniCoeff,lengthGiniCoeff,labelledImageArea,originalPolygonArea,regularPolygonArea,ratio_originalPolygonArea_labelledImageArea,ratio_regularPolygonArea_labelledImageArea,ratio_regularPolygonArea_originalPolygonArea
WT inflorescence meristem,P1,T2,5563,0.0545580778084783,0.2167804137386648,25.0317,23.9083,26.271269928549216,0.9551209066903167,1.0495200057746463,1.0988347113157027
WT inflorescence meristem,P1,T2,5755,0.0821569927468751,0.1234955238408772,35.4971,33.6044,34.88987302110726,0.9466801513363062,0.982893617256262,1.0382531162915352
WT inflorescence meristem,P1,T2,5499,0.094711226452585,0.2934843266311036,37.9799,37.5067,49.85043542475251,0.9875407781484418,1.3125478325312208,1.3291074774574279
WT inflorescence meristem,P1,T2,5767,0.0713583458384058,0.2635113473191243,21.3635,21.2514,23.34419858008522,0.9947527324642499,1.0927141423495785,1.0984781510905266
WT inflorescence meristem,P1,T2,5511,0.0578062781924657,0.254376408576335,39.535,40.2948,43.53513061411963,1.0192184140634881,1.1011794767704473,1.0804156023635711
WT inflorescence meristem,P1,T2,5703,0.0709669265740508,0.2665568989929399,25.8122,27.2025,32.12076497170843,1.0538621272111637,1.244402452007517,1.1808019473102997
WT inflorescence meristem,P1,T2,5575,0.0971131426787034,0.1789296592953653,53.9218,55.1203,60.03720935882816,1.0222266319002704,1.1134125596480118,1.089203240164298
WT inflorescence meristem,P1,T2,5671,0.0701283394275002,0.2065310521314496,35.3358,36.0606,38.93058568905756,1.0205117755930246,1.101732115561486,1.0795878518121595
WT inflorescence meristem,P1,T2,5799,0.0307916915594542,0.2236876136466983,27.3126,27.7856,30.67603589607697,1.0173180143962859,1.1231459434867779,1.1040263984249745
WT inflorescence meristem,P1,T2,5543,0.0754218822581421,0.2028983491754843,36.4679,37.2466,39.54054544921752,1.0213530255375276,1.0842561663604846,1.0615880496264765
WT inflorescence meristem,P1,T2,5863,0.0981519017967682,0.2593859039549867,45.2202,41.0121,46.36542258581193,0.9069420303315774,1.025325464854466,1.1305303211933047
WT inflorescence meristem,P1,T2,5655,0.0600540496214347,0.2062961815292829,41.0298,40.9485,43.51468139295577,0.9980185133732068,1.0605628443949464,1.0626685078319296
WT inflorescence meristem,P1,T2,5783,0.0596328152510245,0.1139596294052424,33.1102,34.1032,35.35257050340061,1.0299907581349554,1.067724462655031,1.0366349932968344
WT inflorescence meristem,P1,T2,5719,0.097520757017717,0.1835837570501556,34.8425,30.8141,33.222133185283056,0.8843825787472196,0.95349453068187,1.0781471204832547
WT inflorescence meristem,P1,T2,5687,0.079635523925011,0.308859591823662,27.8761,28.4853,35.676908190813506,1.0218538461262514,1.279838578237756,1.2524673495035512
WT inflorescence meristem,P1,T2,5751,0.0450847498740976,0.176211843813462,41.2769,42.5107,44.172678433144185,1.0298908105986642,1.0701549397639887,1.0390955320223894
WT inflorescence meristem,P1,T2,5495,0.0850781668475173,0.2659351107655113,35.8155,35.8426,39.54121010521857,1.0007566556379222,1.104025075881073,1.1031903406900887
WT inflorescence meristem,P1,T2,5623,0.0726670252039437,0.1094836258169484,39.6815,42.3324,44.1034807701781,1.0668044302760733,1.1114368350535666,1.0418374760273006
WT inflorescence meristem,P1,T2,5647,0.1122439963110449,0.2853930379983532,35.2339,32.5284,36.93594809361626,0.923213155512163,1.0483071159768367,1.1354984596111786
WT inflorescence meristem,P1,T2,5775,0.0457766071961365,0.1545879838317349,30.4023,28.4873,30.27273206577028,0.9370113445364331,0.9957382193376909,1.062674667861478
WT inflorescence meristem,P1,T2,5519,0.0834887240246531,0.211696702537773,39.0226,38.2653,40.716346410255575,0.98059329721751,1.0434042429324437,1.0640540231033226
WT inflorescence meristem,P1,T2,5711,0.1112737378345594,0.2538574454331329,20.9638,22.5111,25.411097822709667,1.0738081836308302,1.2121417788144166,1.1288252383361839
WT inflorescence meristem,P1,T2,5839,0.1042042253321525,0.217942135997016,38.1494,39.9084,47.05980163735677,1.0461081956728022,1.2335659705619688,1.1791953983962467
WT inflorescence meristem,P1,T2,5807,0.0518938124497393,0.2582657627924076,38.2276,37.7735,44.443488643906335,0.9881211480710271,1.162602115851017,1.1765785178473358
WT inflorescence meristem,P1,T2,5743,0.0640399581484936,0.2337076596609888,42.6102,41.5393,44.78638151120517,0.9748675199834781,1.0510718445631604,1.0781689029715276
WT inflorescence meristem,P1,T2,5663,0.0903273236352363,0.4103765973313601,25.9104,24.1246,30.55938397250924,0.9310778683463011,1.1794254034097984,1.266731219274485
WT inflorescence meristem,P1,T2,5791,0.0702090828231844,0.2136151834671274,51.2291,52.1224,57.310204078677685,1.0174373549408442,1.1187040974500368,1.0995311819616458
WT inflorescence meristem,P1,T2,5535,0.0557200558021867,0.2167696629885427,43.1064,44.0647,47.87850654437519,1.022231037618544,1.1107052907311952,1.0865501533966007
WT inflorescence meristem,P1,T2,5727,0.068463665327476,0.2080968435204093,30.5858,29.8814,33.6453928825333,0.976969704895736,1.1000331161039862,1.1259644087135576
WT inflorescence meristem,P1,T2,5599,0.0810973003262216,0.352756904427394,47.5443,52.1064,64.49529082135797,1.095954720124179,1.3565304531007496,1.2377614039994698
WT inflorescence meristem,P1,T2,5823,0.0600797994231512,0.1462906101949155,31.6895,31.8122,33.911005470928124,1.0038719449659983,1.070102256928261,1.0659748609315962
WT inflorescence meristem,P1,T2,5759,0.0616591283885559,0.2526129429590841,45.6803,47.6314,51.93825979491229,1.042712066251754,1.1369947175240156,1.0904206005893653
WT inflorescence meristem,P1,T2,5631,0.0786331621426666,0.1767902801139382,22.364,21.9772,23.528475266582703,0.9827043462707923,1.0520691855921438,1.0705856645333665
WT inflorescence meristem,P1,T3,6016,0.1059963752324132,0.1264161174801971,30.9096,33.2682,35.88423504931822,1.07630639024769,1.160941424325071,1.078634703690558
WT inflorescence meristem,P1,T3,6208,0.0290107239202139,0.2150803909938751,53.5625,58.5067,61.930006842452016,1.0923071178529755,1.1562194976420446,1.0585113643813788
WT inflorescence meristem,P1,T3,6080,0.0806211269297751,0.2914789231961093,60.104,65.6917,74.5586883151918,1.092967190203647,1.240494614587911,1.1349788225177884
WT inflorescence meristem,P1,T3,5920,0.1022311005487441,0.3345245308177593,49.2865,51.344,61.0938904807584,1.0417457113002548,1.2395664224637253,1.1898934730593331
WT inflorescence meristem,P1,T3,6048,0.1236079629073069,0.1460026987427115,40.6381,39.5989,44.32447552228463,0.9744279383140452,1.090712300089931,1.1193360300989328
WT inflorescence meristem,P1,T3,5984,0.082142310389648,0.2400808416509553,39.6101,40.7495,44.10579231706669,1.0287653906453151,1.1134986358799064,1.0823640122471856
WT inflorescence meristem,P1,T3,6112,0.0795322386168103,0.2263923447900317,34.3197,35.6312,37.84135646302982,1.03821420350411,1.102613264772997,1.0620286844964475
WT inflorescence meristem,P1,T3,6160,0.1338608033876009,0.1812583956319261,23.9721,19.5623,22.218986637433165,0.8160444850472007,0.9268685946343109,1.1358064561648253
WT inflorescence meristem,P1,T3,5968,0.0831716718767017,0.1795470306385219,51.3702,54.3826,59.28185389753914,1.0586410019816936,1.1540125188833048,1.0900886294060812
WT inflorescence meristem,P1,T3,6192,0.0539535674120059,0.1431763970010637,37.475,37.2532,39.77700049462048,0.9940813875917278,1.0614276316109534,1.067747213517778
WT inflorescence meristem,P1,T3,5936,0.0820486667814342,0.2660692305958073,46.1399,44.0648,52.46565308118778,0.9550259103292378,1.137099410297547,1.190647707040263
WT inflorescence meristem,P1,T3,6064,0.083265801240742,0.260622341310614,44.8345,49.4968,53.15691735430043,1.1039891155248749,1.1856252964636704,1.0739465451160566
WT inflorescence meristem,P1,T3,6000,0.1011174438955993,0.2678652924913465,27.8779,28.467,35.23482546340048,1.0211314338597957,1.2638981222904337,1.237742841303983
WT inflorescence meristem,P1,T3,6128,0.108881378672019,0.2325078598290816,50.4206,52.9031,56.334945064942985,1.0492358282130716,1.1173001722498936,1.0648703963462063
WT inflorescence meristem,P1,T3,6152,0.1196818238416757,0.1656026382230277,47.9741,47.145,51.68558369484002,0.9827177581236543,1.0773643214742958,1.096311033934458
WT inflorescence meristem,P1,T3,6024,0.0935257887069451,0.1423487072186291,34.5801,33.8286,35.87721353576974,0.9782678476927481,1.0375104044166945,1.0605586260078672
WT inflorescence meristem,P1,T3,5960,0.1237228270189331,0.3552333840524539,26.9665,24.0756,30.112595304390155,0.8927966180260695,1.1166668015645396,1.2507516034653405
WT inflorescence meristem,P1,T3,6184,0.0914070766458504,0.1864072208719897,50.505,53.5245,57.34552438737554,1.0597861597861598,1.135442518312554,1.0713883247368128
WT inflorescence meristem,P1,T3,6120,0.0969065755034253,0.2476183504959302,30.3736,28.1157,31.65195762511323,0.9256624173624464,1.0420877875889993,1.125775194112657
WT inflorescence meristem,P1,T3,6168,0.0617168214287031,0.189081538152098,27.0166,25.9636,29.37894535040814,0.9610239630449428,1.0874405125148294,1.1315435975907864
WT inflorescence meristem,P1,T3,5912,0.0753822174038194,0.236375815760744,45.2627,47.0573,54.06120181809417,1.0396485406305853,1.1943874717613878,1.148837732256083
WT inflorescence meristem,P1,T3,6040,0.1140581021991247,0.180477631792275,35.8394,34.6083,38.21584493072465,0.9656495365435805,1.0663081672886447,1.1042392989752357
WT inflorescence meristem,P1,T3,6200,0.0862598961534343,0.2237612060750547,32.6985,31.665,34.75281712834048,0.9683930455525481,1.0628260357001231,1.0975151469553286
WT inflorescence meristem,P1,T3,5944,0.0977504649633138,0.09543637789901,46.511,46.4485,49.5742378957496,0.9986562318591301,1.0658605038754185,1.0672947004908575
WT inflorescence meristem,P1,T3,6008,0.1247572251585078,0.3443871032595307,26.2069,25.6425,35.21910064883291,0.9784636870442516,1.3438865584572348,1.3734659510123002
WT inflorescence meristem,P1,T3,6136,0.0944977233863734,0.0918412082392735,46.052,43.4372,45.81170219584916,0.9432207070268391,0.9947820332634665,1.0546651762970256
WT inflorescence meristem,P1,T3,6148,0.1077101123201371,0.1691436847292504,34.1218,32.6407,34.60448982301252,0.9565937318664315,1.0141460832374765,1.0601638391030987
WT inflorescence meristem,P1,T3,6020,0.0747080247747274,0.3600147073528753,29.8497,30.093,39.68108862312746,1.008150835686791,1.3293630630501299,1.3186152468390475
WT inflorescence meristem,P1,T3,5956,0.0972544925257331,0.1552187561216411,57.0375,58.1086,61.19058095426944,1.0187788735481043,1.0728131659744806,1.0530382930283888
WT inflorescence meristem,P1,T3,6084,0.0835321638761469,0.2184340813928893,47.2176,47.492,50.95906271855932,1.00581139236217,1.0792387312900131,1.0730030893320839
WT inflorescence meristem,P1,T3,6180,0.1052157437494613,0.2465768357775678,31.9431,30.5952,33.63283604313919,0.9578030936258534,1.0528983111576269,1.099284725811212
WT inflorescence meristem,P1,T3,5924,0.1097730728650684,0.359779253919194,36.2571,37.8581,46.77188296563554,1.044156868585739,1.2900061771524898,1.2354524650110688
WT inflorescence meristem,P1,T3,6052,0.058134934372985,0.3214531685086202,38.2709,36.0856,44.24729129210759,0.9428991740460768,1.1561601972283797,1.226175851090396
WT inflorescence meristem,P1,T3,6116,0.0472181369059021,0.1358535994411392,34.3423,34.0711,35.62437107519526,0.9921030332854818,1.0373321261300281,1.04558910851705
WT inflorescence meristem,P1,T3,6164,0.0720785566727137,0.3516183673547821,29.4881,32.1912,38.508631151924845,1.0916674862063003,1.305904115623755,1.196247146795548
WT inflorescence meristem,P1,T3,5908,0.0339730308541161,0.0947976872504998,31.8581,30.6405,31.28292439837006,0.9617805204955725,0.9819457029254746,1.0209665115898912
WT inflorescence meristem,P1,T3,6036,0.1172630743327399,0.3156754608602825,36.6644,34.5367,39.14360276679301,0.9419682307633563,1.06761880098387,1.1333915158886925
WT inflorescence meristem,P1,T3,5972,0.0804585606442353,0.2917927855288789,45.0852,43.8257,48.0928497880124,0.9720640032649295,1.0667103570132195,1.0973663806399534
WT inflorescence meristem,P1,T3,6100,0.0947348658133674,0.2135798311462277,30.1414,29.1255,30.89925432278145,0.9662955270823518,1.025143301995974,1.0609003904750631
WT inflorescence meristem,P1,T3,5940,0.1183318191407111,0.2692791035483625,25.6618,25.4616,28.62704126055508,0.9921985207584815,1.1155507899116617,1.1243221659501006
WT inflorescence meristem,P1,T3,6004,0.1270730542300832,0.421761676617292,22.0061,22.8691,30.36483395522573,1.0392163990893435,1.379837134032188,1.32776689748288
WT inflorescence meristem,P1,T3,5876,0.0748880209472834,0.288738571686121,35.6673,35.9262,40.32844291627079,1.0072587496109884,1.1306839294331443,1.1225357236855216
WT inflorescence meristem,P1,T3,6132,0.0928911186956778,0.1318496872756314,41.6733,40.6257,43.57870849587222,0.9748616020329565,1.0457225248749733,1.0726881874250098
WT inflorescence meristem,P1,T3,6156,0.0330205726362752,0.1444706371241543,29.5197,29.3272,30.768239142233668,0.9934789310189467,1.0422951162184462,1.049136608412452
WT inflorescence meristem,P1,T3,5900,0.0989654138705004,0.3051001709734881,34.6108,34.4869,42.744364288324455,0.9964201925410566,1.2350007595410812,1.2394377078926913
WT inflorescence meristem,P1,T3,6092,0.0881655706048121,0.1839757412392926,26.0595,26.5116,28.137679324833822,1.0173487595694468,1.079747475002737,1.061334635587208
WT inflorescence meristem,P1,T3,5932,0.0992470808343885,0.1300043894298203,44.3604,44.3269,50.07463597305426,0.9992448219583233,1.1288138964719492,1.1296669961818728
WT inflorescence meristem,P1,T3,6060,0.0981077192963782,0.2345210975402141,27.456,25.6335,28.21481226356908,0.9336210664335665,1.0276373930495732,1.1007007339446069
WT inflorescence meristem,P1,T3,6124,0.0582568539200449,0.1798607924357561,38.2696,37.366,39.85723337365089,0.9763885695173193,1.041485496938847,1.0666711281285364
WT inflorescence meristem,P1,T3,6172,0.0814244685975412,0.2171812708688414,34.9581,37.5557,41.1434669081684,1.0743060978714518,1.1769365871763167,1.0955318875208928
WT inflorescence meristem,P1,T3,5916,0.084113965025734,0.2222974950235346,29.6742,29.9549,33.30458838862114,1.0094593957040123,1.1223415758005655,1.111824388952096
WT inflorescence meristem,P1,T3,6044,0.0293316891265169,0.1903096017096822,37.2499,38.5219,41.30413573146664,1.034147742678504,1.108838835311414,1.0722247794492648
WT inflorescence meristem,P1,T3,5980,0.1131957177023874,0.16283250745304,45.3008,43.441,46.80000792849537,0.9589455373856532,1.0330945133087135,1.0773234485508014
WT inflorescence meristem,P1,T3,6108,0.093925078634961,0.1447177849669942,19.8705,18.2706,19.958306145199032,0.9194836566769835,1.0044189197654327,1.09237278169294
WT inflorescence meristem,P1,T3,6204,0.095534318856993,0.2522609489689585,57.0322,61.977,67.22320253708689,1.0867018982259145,1.1786885748241676,1.0846475714714636
WT inflorescence meristem,P1,T3,6076,0.0944854268260023,0.1819568069579563,59.7088,61.468,68.86363299269355,1.0294629937295676,1.153324685686089,1.1203167988659717
WT inflorescence meristem,P1,T3,5884,0.0356215195014893,0.2946224294080428,37.2183,36.4626,40.54428081320619,0.9796954723885831,1.0893641249924417,1.1119415733712403
WT inflorescence meristem,P1,T3,6146,0.0989513220720616,0.273956663034658,42.1102,41.3034,46.613745456500986,0.9808407464224821,1.106946665095416,1.1285692087455508
WT inflorescence meristem,P1,T3,6210,0.064332182432196,0.1958613178063444,66.4384,74.2779,81.85268775468093,1.1179965200847704,1.2320087141574891,1.1019790241065097
WT inflorescence meristem,P1,T3,5954,0.1264853883936854,0.2164797493245495,29.1646,28.0104,30.96376897423377,0.9604246243733842,1.0616901645911059,1.1054383005681379
WT inflorescence meristem,P1,T3,6082,0.1290951814225539,0.2012479916514096,27.5218,26.0854,28.42436770972668,0.9478086462368014,1.0327946467791598,1.089665778930999
WT inflorescence meristem,P1,T3,6178,0.1045285737408463,0.2299588038938212,51.3922,52.2532,59.16387650399753,1.0167535151248632,1.1512228802035624,1.1322536515275146
WT inflorescence meristem,P1,T3,5922,0.0611448795228497,0.3641444306211049,29.6626,32.2637,46.09539036577605,1.0876895484549567,1.5539902222251605,1.4287075061377352
WT inflorescence meristem,P1,T3,6050,0.0713312969764508,0.0926774380691298,32.1556,28.6517,29.42271565425459,0.891032977148615,0.9150106250312415,1.0269099444100904
WT inflorescence meristem,P1,T3,5986,0.0586721582408097,0.3093142179801434,52.304,53.8281,64.14273793713959,1.0291392627714897,1.2263447907834886,1.1916218097450884
WT inflorescence meristem,P1,T3,6114,0.0938440309610199,0.2607905323738165,44.5042,45.3347,48.99324102661548,1.0186611600702855,1.1008678063332333,1.0807006779931372
WT inflorescence meristem,P1,T3,6162,0.0805277463619474,0.2457800711020937,54.3679,54.8069,61.08136606397226,1.0080746175592583,1.1234821662041805,1.114483141063849
WT inflorescence meristem,P1,T3,6034,0.1238555303416662,0.2896338906176675,28.127,27.5108,34.1751066742776,0.9780922245529207,1.2150285019475096,1.2422432889729706
WT inflorescence meristem,P1,T3,6194,0.0757417770119777,0.0948835013751588,56.458,61.0985,63.844076688933846,1.0821938432108824,1.1308242709436014,1.0449368918866069
WT inflorescence meristem,P1,T3,5938,0.0760370727776293,0.2682238313621767,42.9783,43.2852,49.84448178766397,1.00714081292187,1.1597592689255736,1.1515363631833506
WT inflorescence meristem,P1,T3,5874,0.0738398403052173,0.282145010751917,37.2137,39.4344,44.37886479618727,1.0596742597484259,1.1925410479524279,1.1253845575484165
WT inflorescence meristem,P1,T3,6130,0.0464454465135818,0.1021542589704051,33.9192,31.9781,32.61646107246504,0.9427728248307744,0.9615928757890825,1.0199624453130436
WT inflorescence meristem,P1,T3,5898,0.0948979730300367,0.2837694618527732,45.2379,44.1082,48.34452146109986,0.9750275764348034,1.0686729813077056,1.0960438526419092
WT inflorescence meristem,P1,T3,6218,0.0868405751834665,0.241106369046488,46.3879,47.3806,51.16444710046584,1.0213999771492135,1.1029696774474775,1.0798606834963222
WT inflorescence meristem,P1,T3,5962,0.0751055249972475,0.2278150512956285,35.6495,34.9667,38.79323310448308,0.9808468561971416,1.088184493596911,1.1094336355584906
WT inflorescence meristem,P1,T3,6090,0.054535365220971,0.2470537312598094,34.6652,36.1933,41.007531050887565,1.0440816726861522,1.1829595978355112,1.1330144267278077
WT inflorescence meristem,P1,T3,6170,0.0678370063514398,0.2412788872869321,29.3992,30.1272,32.88137187608033,1.0247625785735666,1.1184444432528888,1.0914181163891876
WT inflorescence meristem,P1,T3,5914,0.1547613734465558,0.3079039174212705,23.7822,21.8949,30.189477616714203,0.9206423291369176,1.2694148403728085,1.3788360584754533
WT inflorescence meristem,P1,T3,6042,0.0822310878591538,0.3261194678274608,49.7395,50.9531,59.06535228125102,1.0243991194121371,1.1874938887855935,1.1592101811519029
WT inflorescence meristem,P1,T3,5978,0.0724340050038706,0.2301950266327392,35.5593,35.0684,38.20808002904817,0.9861948913505045,1.074489093684301,1.089530176142857
WT inflorescence meristem,P1,T3,6202,0.1215079016851495,0.2347449671819583,25.2555,24.3407,29.010690508716905,0.9637781869295796,1.148688028695409,1.191859334724018
WT inflorescence meristem,P1,T3,5946,0.1326927812075075,0.2319372511858961,26.7863,26.8707,29.525598934607142,1.003150864434431,1.1022649240323277,1.0988027455409477
WT inflorescence meristem,P1,T3,6074,0.0754023598525598,0.3681474297928076,41.9319,46.6024,59.016381011411376,1.1113829804993336,1.407433982514777,1.2663807231260915
WT inflorescence meristem,P1,T3,6010,0.1240238420438346,0.3244095130946844,25.5398,24.7395,30.353996429912417,0.9686645940845269,1.1884978124304975,1.2269446201383383
WT inflorescence meristem,P1,T3,6138,0.0698584297225639,0.226335088314966,48.2669,49.3975,52.11520446941633,1.0234239199119894,1.0797296795405615,1.0550170447779001
WT inflorescence meristem,P1,T3,5894,0.0697404440732677,0.2069969199280026,56.5737,58.8376,63.890807508398375,1.0400168276071744,1.1293376163906264,1.085883984193753
WT inflorescence meristem,P1,T3,6086,0.0634321654861541,0.2160063202182287,26.2802,25.8692,27.26584598593932,0.9843608496130166,1.0375052695922906,1.053988758289368
WT inflorescence meristem,P1,T3,6182,0.0908757493003022,0.1893413747172406,39.915,41.7825,49.002140119311065,1.0467869222096955,1.2276622853391224,1.1727910038726994
WT inflorescence meristem,P1,T3,6118,0.0744601776644428,0.1943290802475629,44.6809,46.3015,48.58030884631879,1.0362705317037033,1.0872723881192812,1.049216739119009
WT inflorescence meristem,P1,T3,6166,0.1092689196628466,0.245435090467172,28.2679,26.9581,30.56877367603115,0.9536647575518521,1.0813952814333978,1.1339365042800178
WT inflorescence meristem,P1,T3,5910,0.0898229784808629,0.2387499352520707,59.618,59.2167,63.14810805765479,0.9932688114327888,1.0592121181128986,1.066390191578639
WT inflorescence meristem,P1,T3,6102,0.0982971647812849,0.2437285085731937,56.4859,58.3429,63.51993223227843,1.032875460955743,1.1245272224091043,1.0887345715121879
WT inflorescence meristem,P1,T3,6198,0.1023542639043884,0.3500994105936107,52.2411,47.8,55.01543198316346,0.9149883903669714,1.0531063086949444,1.1509504598988172
WT inflorescence meristem,P1,T3,6070,0.0606321267399899,0.1235136953628271,38.5472,35.9792,37.64225409722843,0.9333803752282916,0.976523692958981,1.0462226535672954
WT inflorescence meristem,P1,T3,6006,0.0923309999656924,0.2988802109257467,43.4168,39.8354,43.98711606470652,0.917511193823589,1.0131358383092839,1.1042217742185725
WT inflorescence meristem,P1,T3,5878,0.0700382080620289,0.3379458676349082,30.5918,27.261,34.41029010794471,0.8911211501121216,1.1248207071157863,1.2622534062559962
WT inflorescence meristem,P1,T3,6134,0.1097353441643852,0.2939990799932033,23.4468,21.6362,27.11953532987459,0.9227783748741832,1.1566412188390138,1.2534333815491903
WT inflorescence meristem,P1,T3,5902,0.0739141684768582,0.2766147531561625,47.0982,47.5312,58.4762056756252,1.0091935572909367,1.2415804781419504,1.2302699211386459
WT inflorescence meristem,P1,T3,6222,0.0904515654022765,0.2959626819791313,36.092,33.9718,37.712837635241584,0.9412556799290702,1.0449085014751631,1.1101218550457022
WT inflorescence meristem,P1,T3,5966,0.0795936976461464,0.213762763115458,40.1126,38.0608,41.525275648896624,0.9488489900928885,1.0352177532470253,1.091024772177585
WT inflorescence meristem,P1,T3,6190,0.0973143951058903,0.2054047765505772,51.2021,48.6236,51.691535284018045,0.9496407373916305,1.0095588908270958,1.0630956013955783
WT inflorescence meristem,P1,T3,5934,0.0905262660438509,0.3052500777869561,33.3766,33.9131,40.07723533593252,1.0160741357717682,1.200758475576677,1.1817626620961375
WT inflorescence meristem,P1,T3,6062,0.1064560967523405,0.4147201689156037,41.8354,41.5199,55.08876814279952,0.9924585398968337,1.3167979305277235,1.3268039697301661
WT inflorescence meristem,P1,T3,5998,0.1325858041344312,0.2091786262475886,32.4465,32.6186,36.26460078263744,1.005304116006349,1.1176737331495674,1.1117767403456138
WT inflorescence meristem,P1,T3,5870,0.0497589301745964,0.2099519418848095,49.102,51.7046,56.19025528515356,1.0530039509592277,1.1443577712751734,1.0867554392675616
WT inflorescence meristem,P1,T3,6174,0.0681537657052083,0.1771374176447125,53.2636,55.6564,58.57008419718152,1.0449237377871567,1.0996268407914884,1.0523512874922116
WT inflorescence meristem,P1,T3,5918,0.0823319356935636,0.244964418223833,51.6058,54.199,58.6325804865572,1.0502501656790515,1.1361626113064267,1.0818018872406725
WT inflorescence meristem,P1,T3,5982,0.074349322127402,0.2081053462157652,54.3973,58.1887,62.66951409153215,1.0696983122324084,1.1520703066426485,1.0770048839642774
WT inflorescence meristem,P1,T3,6206,0.0754103079204601,0.17675951295157,49.4197,49.906,52.57351918276159,1.0098402054241526,1.0638170442710415,1.0534508712932633
WT inflorescence meristem,P1,T3,6014,0.1242833958587033,0.2769472833171431,25.6212,26.2039,34.2682943318062,1.0227428847985263,1.337497632109589,1.3077554994411595
WT inflorescence meristem,P1,T3,5886,0.1170775758192903,0.2900774419565889,18.9974,19.0982,23.187858387602425,1.0053059892406329,1.2205806261700247,1.2141384207727652
WT inflorescence meristem,P1,T3,6145,0.100295857060778,0.1823191835155946,59.9182,63.0062,71.78129025281149,1.051536928679433,1.1979880946492298,1.1392734405949174
WT inflorescence meristem,P1,T3,5889,0.090692797835103,0.294409553223381,42.4518,43.3086,47.1630766715461,1.0201828897714584,1.110979432475092,1.0890002602611515
WT inflorescence meristem,P1,T3,5953,0.069812079938616,0.197047523562734,31.8905,31.6414,35.390929564829,0.9921888963797997,1.1097640226659664,1.1185007479071407
WT inflorescence meristem,P1,T3,6081,0.1214249264214141,0.3267125505205894,51.9699,47.9126,56.08551590788388,0.9219298093704239,1.0791922999252237,1.1705796785789935
WT inflorescence meristem,P1,T3,6177,0.1217727922450976,0.2262388045652992,32.1856,32.3545,36.33199881027947,1.005247688407238,1.1288277618027773,1.122934949088364
WT inflorescence meristem,P1,T3,5921,0.0676672769165214,0.1473004806846672,34.3179,32.4566,33.98881841519364,0.9457629983186617,0.990410788981658,1.0472082231408602
WT inflorescence meristem,P1,T3,6049,0.0853143655266429,0.1561888735197699,57.7261,60.1167,63.57114587803495,1.0414128098035378,1.1012548202292367,1.057462333728148
WT inflorescence meristem,P1,T3,5985,0.0679774067125172,0.2313691183722576,32.9073,32.1333,34.31204238339237,0.9764793829940469,1.0426878651056868,1.0678032565404851
WT inflorescence meristem,P1,T3,6113,0.0782251917129323,0.1855537892628345,41.1717,41.6441,44.58453451053946,1.011473900761931,1.0828927275419635,1.0706086699085695
WT inflorescence meristem,P1,T3,6033,0.1056190854393905,0.2377382505952096,36.9961,35.0823,38.345635673905335,0.9482702230775676,1.036477782087986,1.0930194335578152
WT inflorescence meristem,P1,T3,6097,0.0849712544037413,0.236635810231716,41.2047,42.9835,47.44374919065236,1.043169832567644,1.1514159596029667,1.1037665427583228
WT inflorescence meristem,P1,T3,6193,0.1340035844984108,0.2269641546510377,29.2594,25.455,28.09457998395674,0.8699768279595617,0.9601898871458998,1.103695933370919
WT inflorescence meristem,P1,T3,5937,0.1183471346549268,0.2317049616718111,28.2675,23.5021,26.304836226312645,0.8314177058459361,0.9305681870102643,1.1192547145281762
WT inflorescence meristem,P1,T3,6001,0.0718896949073761,0.3119955166108034,32.1248,32.9359,40.397102228795205,1.0252484062157585,1.2575051744694195,1.2265370683295496
WT inflorescence meristem,P1,T3,6153,0.1146196869051209,0.1003543300335746,49.0352,47.0612,51.68794643191041,0.9597432048813912,1.054098819458479,1.0983133968515553
WT inflorescence meristem,P1,T3,6089,0.0514887797420017,0.1210681975189014,49.6934,48.3205,49.53472298289144,0.9723725887139943,0.9968068794425706,1.0251285268755794
WT inflorescence meristem,P1,T3,5929,0.060016101449162,0.2154590401222321,38.8379,40.2488,43.99604897814735,1.036327916802917,1.1328122524170297,1.0931021292099974
WT inflorescence meristem,P1,T3,6057,0.0914021117842815,0.2736501354575232,53.1949,53.8689,58.23853097301946,1.0126703875747487,1.0948141828073643,1.0811160237728905
WT inflorescence meristem,P1,T3,5993,0.0698851463772884,0.3661059082652981,35.6545,38.3929,44.96807887746198,1.07680376951016,1.2612174866415733,1.1712602819131137
WT inflorescence meristem,P1,T3,6121,0.1003115721264868,0.2255569741790792,54.1176,55.0438,59.35445880184402,1.0171145800996348,1.09676812722375,1.0783132487554279
WT inflorescence meristem,P1,T3,6169,0.0966054173553481,0.1073690941503961,43.91,43.2438,46.20667825356275,0.9848280573901163,1.0523042189378902,1.068515677474291
WT inflorescence meristem,P1,T3,5913,0.0550075101729886,0.1162373573031332,33.6451,32.8797,33.90242820810211,0.9772507735153113,1.0076483115848105,1.031105156315359
WT inflorescence meristem,P1,T3,6201,0.105152667775937,0.2113142681947335,30.1751,28.0336,30.8266184043517,0.9290308897070764,1.021591259162412,1.099631099978301
WT inflorescence meristem,P1,T3,6073,0.08927326355534,0.2081990391168365,58.8725,59.665,66.29498991250193,1.0134612934731835,1.1260773691027548,1.1111202532892304
WT inflorescence meristem,P1,T3,6009,0.0656518810559708,0.2185150108396414,39.3527,37.9309,41.0883539838969,0.9638703316417934,1.0441050800554195,1.0832422637980355
