genotype,replicate id,time point,cell label,cell id,angleGiniCoeff,lengthGiniCoeff,angleGiniCoeff_ignoringGuardCells,lengthGiniCoeff_ignoringGuardCells,labelledImageArea,originalPolygonArea,regularPolygonArea,relativeCompleteness,lobyness,ratio_originalPolygonArea_labelledImageArea,ratio_regularPolygonArea_labelledImageArea,ratio_regularPolygonArea_originalPolygonArea
col-0,20170327 WT S1,72h,78,2,0.1060750076213968,0.2633077667682119,0.1060750076213968,0.2633077667682119,694.079451,605.579559,675.9215221127898,0.7142857142857143,5.063212542535659,0.8724931391175851,0.9738388323396566,1.1161564357108524
col-0,20170327 WT S1,72h,103,3,0.1535224329869409,0.255110291216786,0.0823932609754743,0.2668766395003008,621.355202,626.434666,703.187606552859,0.7435028248587571,5.011326449388945,1.0081748152806163,1.1316998784100614,1.1225234565049742
col-0,20170327 WT S1,72h,111,4,0.1120579802701871,0.2628824347875516,0.1120579802701871,0.2628824347875516,679.720197,701.4788625,859.7425939620359,0.7115384615384616,5.059124742607198,1.032011209312352,1.2648477973092154,1.2256143982699634
col-0,20170327 WT S1,72h,39,5,0.1482156050889469,0.2451649118093577,0.1298749032290033,0.2438466650375827,803.43445,859.3329745,1121.4931098036711,0.635320251758608,5.183555602554916,1.0695744680851065,1.395873813730132,1.305073985385244
col-0,20170327 WT S1,72h,82,6,0.083380688444108,0.2136362075997017,0.083380688444108,0.2136362075997017,738.134033,714.54383,765.2959249882691,0.6988344988344989,5.127703009040649,0.9680407596109308,1.0367980485574888,1.0710272664285256
col-0,20170327 WT S1,72h,91,7,0.1179144173935924,0.1523044433941259,0.1165419581812191,0.1523044433941259,720.160545,782.6037635,912.9538192546526,0.6918349429323969,5.039391801285209,1.0867073584265854,1.2677087429923735,1.1665594542654567
col-0,20170327 WT S1,72h,129,8,0.1259932856580476,0.1478105477129242,0.1259932856580476,0.1478105477129242,523.722043,501.059819,570.8971054443582,0.793151642208246,4.90448739627685,0.956728527464329,1.090076526422544,1.1393791395680806
col-0,20170327 WT S1,72h,109,9,0.1005988304873234,0.2544565809852313,0.0723593806799919,0.2476659957907181,712.980918,749.1965195,817.5669987619076,0.7572712850343734,4.986198353044747,1.050794629401288,1.1466884710677596,1.0912584048141825
col-0,20170327 WT S1,72h,97,10,0.1157474773982143,0.1252571550604121,0.0795728595514797,0.1305592509951428,507.9464,462.59753150000006,504.2072659270308,0.8603921568627451,4.89641933001131,0.910721153846154,0.9926387231547085,1.0899480252134262
col-0,20170327 WT S1,72h,81,11,0.157584409074795,0.2646977786384046,0.157584409074795,0.2646977786384046,1022.339812,1068.103829,1328.6310569863751,0.5730337078651685,5.38102490071546,1.0447639977068601,1.2995982758288347,1.2439156390163781
col-0,20170327 WT S1,72h,50,12,0.1002382191316335,0.0802189502797118,0.0648860335032286,0.0802189502797118,668.7309720000001,681.1610065,743.7966510254179,0.730830248545743,5.036085694572652,1.0185874963482324,1.1122509382224604,1.0919542427234021
col-0,20170327 WT S1,72h,44,13,0.1071540317661648,0.189374248506045,0.1071540317661648,0.189374248506045,284.303461,264.6937995,283.01974946973183,0.8577524893314367,4.831556336437723,0.9310255969764645,0.9954847136726619,1.0692345268546113
col-0,20170327 WT S1,72h,16,14,0.1253806972076797,0.21759208802063,0.1253806972076797,0.21759208802063,807.7324580000001,884.266305,1019.3452131608092,0.6615805946791862,5.293439031426041,1.0947514814366912,1.2619837212989764,1.1527581763514207
col-0,20170327 WT S1,72h,42,15,0.1086871578493637,0.3288809576577263,0.096890434770157,0.3256615203180208,886.512991,1067.029327,1200.013510211652,0.6075949367088608,5.455026656995956,1.203625144620131,1.3536333053145884,1.1246302981995282
