genotype,replicate id,time point,cell label,cell id,angleGiniCoeff,lengthGiniCoeff,angleGiniCoeff_ignoringGuardCells,lengthGiniCoeff_ignoringGuardCells,labelledImageArea,originalPolygonArea,regularPolygonArea,relativeCompleteness,lobyness,ratio_originalPolygonArea_labelledImageArea,ratio_regularPolygonArea_labelledImageArea,ratio_regularPolygonArea_originalPolygonArea
col-0,20170501 WT S1,72h,51,12,0.0880984760180722,0.1720839078435487,0.0880984760180722,0.1720839078435487,376.368746,342.2533075,393.9078687664135,0.8160676532769556,4.888348090857822,0.9093563457046457,1.0466009012512785,1.1509249439946274
col-0,20170501 WT S1,72h,9,13,0.0969026177572203,0.2590999402128672,0.0969026177572203,0.2590999402128672,388.432473,356.197413,384.2567534257265,0.7632850241545893,4.992042867840479,0.91701244813278,0.9892498185282426,1.0787746889832872
col-0,20170501 WT S1,72h,17,14,0.087688324949806,0.2167968005415456,0.0948347409845066,0.2167968005415456,368.309981,381.985461,407.05513130767054,0.7419056429232193,5.0787363077885015,1.0371303540644476,1.1051971228215793,1.0656299070703912
col-0,20170501 WT S1,72h,32,15,0.1115529309224303,0.2946414301246848,0.1115529309224303,0.2946414301246848,535.981134,653.98099,801.3253322523889,0.6177156177156177,5.227654609426112,1.220156734098779,1.4950625710874161,1.2253037083729128
col-0,20170501 WT S1,72h,49,16,0.1091282447550331,0.1455115541386358,0.0891813974571707,0.1553182987936526,394.14687,412.120358,479.6305653088761,0.7969858156028369,4.955594538866388,1.0456009913258986,1.2168828470181081,1.1638118719407597
col-0,20170501 WT S1,72h,55,17,0.1336445271838288,0.202191199679133,0.1270932307808496,0.1883970208261477,683.578636,732.028908,933.191597080262,0.5903755868544601,5.212969413132041,1.0708773935410119,1.3651561765313305,1.2748015643669937
col-0,20170501 WT S1,72h,53,18,0.1397704828394856,0.3193431921590181,0.1671481740785664,0.3324339738609307,522.745223,558.7410400000001,744.5540061593222,0.5694444444444444,5.319101819700421,1.0688591983556015,1.424315275204958,1.3325565026677153
col-0,20170501 WT S1,72h,54,19,0.0876192353831405,0.1270670290340685,0.0876192353831405,0.1270670290340685,306.72148000000004,290.72605250000004,308.73132122239105,0.8633633633633634,4.830626623352788,0.9478503184713376,1.0065526588564682,1.061932078558357
col-0,20170501 WT S1,72h,60,20,0.1229865034301808,0.3006608128704369,0.0548408913912552,0.3006608128704369,314.04763,345.159347,421.1557166842053,0.7151515151515152,5.095211252044543,1.0990668740279939,1.3410568221266477,1.2201776377917566
col-0,20170501 WT S1,72h,59,21,0.2085540257158369,0.4061862991199195,0.164304223525021,0.4434802399301257,206.548589,165.375626,221.8569194132752,0.8408602150537634,4.822773171020024,0.8006620950579334,1.0741149115924253,1.3415333612298779
col-0,20170501 WT S1,72h,71,22,0.0940118956336512,0.4136261953240168,0.0774269953269944,0.4136261953240168,544.332945,572.172315,675.3067887224535,0.6814728229105786,5.153599548818652,1.0511440107671601,1.2406134791684407,1.180250723459861
col-0,20170501 WT S1,72h,69,23,0.0847502003648059,0.2228904530304614,0.0847502003648059,0.2228904530304614,491.82887,499.301543,573.8423503293652,0.7306397306397306,4.931830926581249,1.0151936444885798,1.166752066281439,1.1492901601735392
col-0,20170501 WT S1,72h,76,24,0.1861375292911819,0.1841688095629736,0.1185324726559226,0.2011359741387431,376.026859,349.50619600000005,403.1156107283046,0.7567067530064755,4.994755739633336,0.9294713599168725,1.072039406441189,1.1533861640847836
col-0,20170501 WT S1,72h,75,25,0.1393458359793078,0.2725786842301433,0.1125280729217318,0.2725786842301433,492.756849,502.183162,563.2066111343232,0.7097643097643098,5.044031158788313,1.0191297452671226,1.1429706401388309,1.1215163186501327
col-0,20170501 WT S1,72h,27,26,0.0932970873806147,0.177675007593444,0.0741778430156998,0.177675007593444,411.827312,376.9792585,399.1599291880887,0.8057971014492754,4.945607001146278,0.9153818785578748,0.969241032727059,1.0588379073595338
col-0,20170501 WT S1,72h,34,27,0.1041979775446279,0.2689726052441569,0.1041979775446279,0.2689726052441569,500.327204,506.96958,564.1920595373542,0.7525399129172714,4.9794094392739,1.0132760640374854,1.1276461783943978,1.1128716234558969
col-0,20170501 WT S1,96h,2,1,0.0757189494378751,0.1387613356230119,0.0757189494378751,0.1387613356230119,519.082148,520.9625265,552.5152605587961,0.6756282875511397,5.190685373246812,1.0036225065863755,1.0644081340258231,1.0605662258872588
col-0,20170501 WT S1,96h,4,2,0.1013673828263327,0.2492070583609295,0.0828044119668596,0.2189068670587648,508.3859690000001,521.8172440000001,569.814146764321,0.7246753246753247,5.050687000856247,1.0264194447113075,1.1208298055218768,1.091980292556834
col-0,20170501 WT S1,96h,3,3,0.1079902416740382,0.1672912366283627,0.1079902416740382,0.1672912366283627,439.373636,489.5577635,514.8733193443343,0.7608163265306123,5.021386612107432,1.1142174299688752,1.1718348056375743,1.0517110701367405
col-0,20170501 WT S1,96h,5,4,0.0619210245946465,0.1869968741766737,0.0619210245946465,0.1869968741766737,365.623726,374.4883675,398.0373854262545,0.8338870431893688,4.830532385523092,1.0242452578145873,1.0886530526365636,1.062883176007475
col-0,20170501 WT S1,96h,12,5,0.1249135479148579,0.1870172079105987,0.1249135479148579,0.1870172079105987,334.756214,341.1299645,384.4776678630834,0.7862679955703211,4.893579582603775,1.0190399766559675,1.1485303387470005,1.1270709344651644
col-0,20170501 WT S1,96h,15,6,0.1050625358865434,0.1287019613187658,0.0728523535374669,0.1287019613187658,400.398518,384.8915005,425.7938172916704,0.7969858156028369,4.876377924925003,0.961271041717492,1.0634250581608555,1.1062697324792454
col-0,20170501 WT S1,96h,28,7,0.0852346485594578,0.2181131566084955,0.0852346485594578,0.2181131566084955,393.560778,397.9808885000001,423.55649622669273,0.8164251207729468,5.005019124998663,1.0112310747083646,1.0762162286067356,1.0642634067758574
col-0,20170501 WT S1,96h,16,8,0.1504009213402933,0.275131936164566,0.1621070740721776,0.275131936164566,225.840784,229.113131,270.2039174521277,0.8095238095238095,4.884091703908072,1.0144896193771626,1.196435438570421,1.1793471472926085
col-0,20170501 WT S1,96h,29,9,0.1613086006717654,0.2183863281755107,0.1685165805883247,0.2183863281755107,450.167497,467.945621,617.6238651847798,0.7191582002902758,4.959128314149293,1.0394922425952045,1.3719868033581726,1.3198624743296397
col-0,20170501 WT S1,96h,39,10,0.0822845450943549,0.3066668795365794,0.0822845450943549,0.3066668795365794,550.4869110000001,621.3307815000001,667.2315956678002,0.7011278195488722,5.183369770965924,1.1286931062017567,1.2120753142989809,1.0738750043205452
col-0,20170501 WT S1,96h,43,11,0.0299188842446356,0.0524320773677389,0.0299188842446356,0.0524320773677389,379.152683,319.10267350000004,321.5905929168208,0.832779623477298,4.8403690058474735,0.8416205075357466,0.8481822952491695,1.0077966110077758
col-0,20170501 WT S1,96h,51,12,0.0907688474084444,0.159985547010556,0.0907688474084444,0.159985547010556,437.078109,393.6340395,451.01566028163097,0.8173913043478261,4.861494252576448,0.9006034193764666,1.0318880103913668,1.1457740312664983
col-0,20170501 WT S1,96h,9,13,0.098606737250428,0.2480772488361843,0.098606737250428,0.2480772488361843,449.190677,412.21804,443.6916048135888,0.7738095238095238,4.974194300257878,0.9176905512667174,0.9877578220831792,1.0763517404856635
col-0,20170501 WT S1,96h,19,14,0.0900334264044316,0.2241131508822347,0.0944087112315722,0.2241131508822347,405.917551,419.88607700000006,450.7536245401484,0.7517006802721088,5.0302715796889785,1.0344122247623633,1.110456109694425,1.0735141011597493
col-0,20170501 WT S1,96h,32,15,0.130429032736499,0.3484079482876314,0.1124539793789108,0.3484079482876314,583.796473,707.4374645,890.8172544208647,0.6104006820119352,5.183510785401471,1.211787835689785,1.525903796306191,1.2592169613896165
col-0,20170501 WT S1,96h,48,16,0.1467326277912125,0.2045843174648521,0.1022236536003406,0.1578151378426752,411.143538,422.279286,518.8627304320291,0.7648979591836734,4.930094403612002,1.0270848182466146,1.2619989917779741,1.228719351467382
col-0,20170501 WT S1,96h,53,17,0.1274440969197061,0.2020651125549503,0.1299158254725798,0.2020651125549503,730.954406,784.1422550000001,993.560304941038,0.5841441441441442,5.201233042167223,1.0727649338500604,1.359264403888193,1.2670664010333659
col-0,20170501 WT S1,96h,50,18,0.1467251315803427,0.2246422611441983,0.1467251315803427,0.2246422611441983,560.841203,606.4342765,794.4975922159713,0.5846153846153846,5.287680180068306,1.081294086911086,1.41661773059133,1.310113268665102
col-0,20170501 WT S1,96h,52,19,0.0817967704908874,0.1195627303800608,0.0817967704908874,0.1195627303800608,343.254548,331.923436,350.1950597586457,0.8628205128205129,4.872319162424636,0.966989186112692,1.0202197226492267,1.0550477061181234
col-0,20170501 WT S1,96h,58,20,0.1185260357794749,0.3081718780290554,0.0508045027793923,0.3081718780290554,340.763657,375.58729,458.1041416161392,0.7140096618357488,5.019338256921787,1.102192919592948,1.3443456548423507,1.2197008626573578
col-0,20170501 WT S1,96h,56,21,0.2148198091162353,0.3376396028205018,0.1603083702529373,0.3720281429833282,225.743102,184.472457,244.6928607651178,0.8314393939393939,4.859577531735156,0.8171787105149286,1.0839439105657271,1.3264465858180543
col-0,20170501 WT S1,96h,63,22,0.1155014333041713,0.41152945267583,0.0836268879892226,0.41152945267583,589.315506,621.1354175,739.3060260605752,0.6754098360655738,5.124374853339805,1.0539946958395492,1.2545165001318923,1.1902493485819863
col-0,20170501 WT S1,96h,61,23,0.0875140326962767,0.2237886420387675,0.0875140326962767,0.2237886420387675,528.606143,543.9910580000001,628.1117526465581,0.719903206291591,4.948377450661134,1.0291046844682623,1.188241493149954,1.1546361716970686
col-0,20170501 WT S1,96h,66,24,0.1790370586579355,0.1764375087377979,0.1790370586579355,0.1764375087377979,416.223002,383.2309065,439.3075125385428,0.7576530612244898,5.000457697538414,0.9207345693499178,1.0554618808370009,1.1463258967046355
col-0,20170501 WT S1,96h,65,25,0.1401624964606614,0.270899382241301,0.0819832846428516,0.2683773273493116,529.192235,539.3755835,607.0309840868692,0.7011494252873564,5.0932090386764095,1.0192431933548685,1.1470897415697516,1.1254328202026767
col-0,20170501 WT S1,96h,27,26,0.099009878986971,0.1769291385140476,0.099009878986971,0.1769291385140476,447.481242,409.824831,435.75167199890114,0.8049645390070922,4.9189304478922224,0.9158480681074002,0.9737875716338991,1.063263226231651
col-0,20170501 WT S1,96h,34,27,0.1039654012058151,0.2625721908537158,0.0837679255385976,0.2625721908537158,558.203789,566.6777025,628.2708624969536,0.7597402597402597,4.945148244065615,1.0151806807244728,1.1255223896320659,1.10869169498857
col-0,20170501 WT S2,0h,16,1,0.0843551402532761,0.1750439773266122,0.0843551402532761,0.1750439773266122,140.027147,142.2494125,151.201031546092,0.7645502645502645,5.022972673015332,1.0158702476456225,1.0797979876437245,1.0629290405406209
col-0,20170501 WT S2,0h,23,2,0.0808189843797866,0.1583786160746204,0.0808189843797866,0.1583786160746204,113.946053,93.4084125,102.5667546142814,0.8853754940711462,4.8251949114917725,0.819759965709387,0.900134334747702,1.098046223773275
col-0,20170501 WT S2,0h,28,3,0.0627009766790618,0.1520845710736401,0.0627009766790618,0.1520845710736401,160.88225400000002,152.92117100000002,159.71477747323274,0.8597883597883598,4.958278523500112,0.9505160898603522,0.9927432858644106,1.0444255457161828
col-0,20170501 WT S2,0h,12,4,0.0621064371906278,0.1837297721211094,0.0621064371906278,0.1837297721211094,160.442685,167.915358,175.75921054789922,0.8045977011494253,5.005836468525906,1.0465753424657533,1.0954641562368468,1.046713133577092
col-0,20170501 WT S2,0h,20,5,0.0444764583080413,0.2021136871952202,0.0487782234291729,0.1806452019944864,168.69681400000002,184.912026,195.1092851150243,0.7741935483870968,5.057809045282212,1.0961204400694846,1.1565676937741354,1.0551465436597633
col-0,20170501 WT S2,0h,34,6,0.099415577860029,0.1062926583383588,0.1049167370244026,0.1062926583383588,184.423616,178.904583,197.3711052333149,0.871264367816092,4.927296758362715,0.9700741525423728,1.0702051587217272,1.1032199506779259
col-0,20170501 WT S2,0h,5,7,0.1053930339754929,0.2243535331284672,0.1074663687432013,0.2202925135070492,177.390512,194.6558055,217.3995728466996,0.7537878787878788,5.070933922918355,1.097329295154185,1.2255422818030968,1.1168409402857475
col-0,20170501 WT S2,0h,10,8,0.089962273919731,0.1743074098209028,0.089962273919731,0.1743074098209028,187.012189,193.312678,208.53106418165868,0.7361853832442068,5.075574355545826,1.0336902585531471,1.115066698575774,1.0787242013255782
col-0,20170501 WT S2,0h,19,9,0.0604714292425373,0.142086126683412,0.0604714292425373,0.142086126683412,144.17863200000002,121.369885,127.0192445596108,0.8676923076923077,4.843937401376278,0.8418021680216801,0.8809852250478475,1.0465466335377247
col-0,20170501 WT S2,0h,35,10,0.0583514853970512,0.105684148649112,0.0583514853970512,0.105684148649112,75.312822,55.288012,58.0233644767525,0.9411764705882352,4.754865863391448,0.7341115434500649,0.7704314210500902,1.0494746035859002
col-0,20170501 WT S2,0h,8,11,0.1068155116097192,0.2313857698184811,0.1068155116097192,0.2313857698184811,146.03458999999998,139.70968050000002,163.769409293883,0.8095238095238095,4.937183392103937,0.9566889632107026,1.1214425931136112,1.172212324212444
col-0,20170501 WT S2,0h,15,12,0.0509870177202886,0.1202165871370449,0.0517167820362213,0.1202165871370449,177.830081,190.040331,198.84262334009492,0.832258064516129,4.947025426778383,1.068662455369404,1.118160787094816,1.0463180225680353
col-0,20170501 WT S2,0h,26,13,0.1128479779474039,0.1693147246216965,0.1016701745142348,0.1693147246216965,145.301975,155.998154,180.83799154433075,0.8095238095238095,4.927368081613695,1.0736134453781512,1.244566645046158,1.1592316120890171
col-0,20170501 WT S2,0h,30,14,0.119850022965059,0.0534488283110152,0.1089001923753333,0.0534488283110152,95.23995,83.566951,91.44438414495173,0.9047619047619048,4.769069053097343,0.8774358974358976,0.9601473346526508,1.0942649342914488
col-0,20170501 WT S2,0h,3,15,0.0782413268110992,0.2652459598502459,0.0782413268110992,0.2652459598502459,204.106539,227.647901,263.20562324927613,0.6936507936507936,5.099977569696047,1.115338597750658,1.2895501757994934,1.1561961348779408
col-0,20170501 WT S2,0h,9,16,0.12378922364829,0.1824264761455859,0.078590193106239,0.1824264761455859,142.029628,125.2527445,145.87741399089467,0.8176638176638177,4.977823507160284,0.8818775790921596,1.0270914318728952,1.1646644117318696
col-0,20170501 WT S2,0h,17,17,0.0696754936539955,0.2139702161688225,0.0696754936539955,0.2139702161688225,78.29212299999999,63.395618,71.33850388484012,0.8713450292397661,4.8587787282980175,0.8097317529631941,0.9111836689476428,1.12529077143534
col-0,20170501 WT S2,0h,24,18,0.0519976401977049,0.1456899760554114,0.043391133571492,0.1456899760554114,184.814344,204.8635745,214.54850874809344,0.825287356321839,4.988342127267737,1.1084830866807611,1.1608866720220234,1.0472750427777655
col-0,20170501 WT S2,0h,4,19,0.0866935925671901,0.1407208506264284,0.0866935925671901,0.1407208506264284,199.27128,208.8685365,225.44795394336504,0.7727272727272727,5.027473975950483,1.0481617647058825,1.1313620003011224,1.0793772854503867
col-0,20170501 WT S2,0h,13,20,0.1058748335908467,0.3195817566497256,0.1122587441062196,0.3195817566497256,184.570139,175.046144,216.6394565612485,0.782258064516129,4.960515417632927,0.9483990473670283,1.173751386518967,1.2376134178725382
col-0,20170501 WT S2,0h,40,21,0.0957928011344196,0.1206684928210082,0.0957928011344196,0.1206684928210082,99.684481,95.826042,101.67219771098948,0.8441558441558441,4.935879325814176,0.9612934835864771,1.0199400818567683,1.0610080056420308
col-0,20170501 WT S2,0h,44,22,0.0560374502796108,0.2034095924778617,0.0560374502796108,0.2034095924778617,188.965829,194.9000105,211.36680300226683,0.7923387096774194,4.998148090283976,1.0314034634272422,1.1185451047991688,1.0844884125969139
col-0,20170501 WT S2,0h,50,23,0.1078066945034427,0.2142703982032798,0.1078066945034427,0.2142703982032798,172.066843,168.257245,196.4621703736396,0.7439516129032258,5.0355925476408405,0.9778597785977861,1.1417782005429111,1.1676297824419957
col-0,20170501 WT S2,0h,58,24,0.0739223084116056,0.2381307205917045,0.0739223084116056,0.2381307205917045,209.674413,198.001414,212.9974649589619,0.8128342245989305,5.037270138067453,0.9443279757745168,1.0158486288880748,1.0757370902359409
col-0,20170501 WT S2,0h,57,25,0.077464642693659,0.0878424391796768,0.077464642693659,0.0878424391796768,146.669523,137.7560405,142.6418045885536,0.7980295566502463,4.935108822822,0.9392274392274393,0.9725388183648325,1.0354667865802487
col-0,20170501 WT S2,0h,38,26,0.047131883434467,0.1503894744600904,0.047131883434467,0.1503894744600904,151.162895,161.4927665,166.9296984126746,0.7684729064039408,4.984837372581219,1.0683360258481422,1.1043033967606575,1.0336667209962906
col-0,20170501 WT S2,0h,45,27,0.0591835065785719,0.206731413341152,0.0591835065785719,0.206731413341152,144.813565,155.94931300000002,165.36140361609245,0.8376068376068376,4.917834323699577,1.0768971332209107,1.1418916702733783,1.0603535240715836
col-0,20170501 WT S2,0h,51,28,0.0416233118880021,0.1708917110365791,0.0126673549998105,0.1864991701790138,205.962497,204.350744,222.86274945862647,0.8528225806451613,4.922721438810169,0.9921745316575764,1.0820549988701411,1.0905893714711725
col-0,20170501 WT S2,0h,56,29,0.1027943877387765,0.2579819259498794,0.1123410597414033,0.2579819259498794,98.219251,96.949385,109.70810666083752,0.83399209486166,4.878565410167341,0.9870711089010443,1.1169715258858726,1.131601883403773
col-0,20170501 WT S2,0h,48,30,0.077158418697176,0.1887940133499779,0.0767882829041616,0.1887940133499779,119.269722,108.5002815,117.18783200244856,0.9209486166007904,4.760475412469715,0.9097051597051596,0.9825446897784214,1.080069382146705
col-0,20170501 WT S2,0h,37,31,0.0881749191882066,0.194776715335573,0.0881749191882066,0.194776715335573,121.516408,114.874032,121.55923279678792,0.9021739130434784,4.794539561302899,0.9453376205787781,1.0003524198706395,1.058195927142071
col-0,20170501 WT S2,0h,33,32,0.0768694808780994,0.1052260497169657,0.0768694808780994,0.1052260497169657,199.857372,217.53781400000005,237.27657776567,0.7575757575757576,5.09276613514671,1.0884652981427179,1.1872295497094298,1.0907371615202033
col-0,20170501 WT S2,0h,46,33,0.094387419562738,0.2000920974401121,0.1022057898406866,0.2000920974401121,124.34918600000002,116.192739,126.8912826421948,0.9130434782608696,4.738472965583382,0.9344069128043989,1.020443210960744,1.0920758365304977
col-0,20170501 WT S2,0h,49,34,0.1006015347048044,0.3226433183178446,0.1106538098971467,0.3226433183178446,129.672855,109.7701475,124.3139776081661,0.87,4.807562336137432,0.8465160075329566,0.958673869008021,1.1324934915311662
col-0,20170501 WT S2,0h,52,35,0.0960658236031921,0.2250731459696615,0.0612041814512039,0.2447315647890263,169.722475,166.743174,198.1034386084616,0.7741935483870968,4.998759042953865,0.9824460431654677,1.1672198311299762,1.1880752528344074
col-0,20170501 WT S2,0h,29,36,0.014784728032432,0.0898472766235091,0.0094607366645991,0.0782227268807272,76.094278,73.066136,74.55880061404488,0.8947368421052632,4.864349097088748,0.9602053915275994,0.9798213817607269,1.0204289523951955
col-0,20170501 WT S2,0h,36,37,0.15028850307264,0.0751751759073961,0.1599726973670472,0.0751751759073961,135.826821,126.7179745,147.07912911872114,0.8205128205128205,4.960660805797768,0.9329377921610932,1.0828430499652284,1.1606808718262864
col-0,20170501 WT S2,24h,15,1,0.072353986963422,0.2081222754626189,0.072353986963422,0.2081222754626189,166.303605,146.25437449999998,165.25090118937806,0.7526881720430108,4.985690772160833,0.8794419970631423,0.993669988028089,1.1298868957207024
col-0,20170501 WT S2,24h,20,2,0.0903928691634056,0.1731364791236148,0.0903928691634056,0.1731364791236148,134.70347800000002,113.7751095,127.63376744841756,0.87,4.846798111210697,0.8446337926033356,0.9475164958132525,1.121807467462095
col-0,20170501 WT S2,24h,24,3,0.0709082864645456,0.1383943942562074,0.0709082864645456,0.1383943942562074,180.614018,173.7030165,180.73191541643703,0.832183908045977,4.914128300286081,0.9617360735532721,1.0006527589482952,1.0404650365783201
col-0,20170501 WT S2,24h,11,4,0.0567831886749762,0.1964217631516528,0.0526945526450519,0.1964217631516528,176.26716900000002,183.8619445,191.9408811266327,0.8129032258064516,4.948154626945539,1.0430867276253808,1.0889202011670855,1.0439402327034168
col-0,20170501 WT S2,24h,19,5,0.0573167083903003,0.198097473393724,0.0585108817675457,0.198097473393724,196.145456,212.604873,226.4416589075791,0.7651515151515151,4.996818231346478,1.0839143426294822,1.1544578371857828,1.0650821672727093
col-0,20170501 WT S2,24h,30,6,0.0851100119004194,0.1206213309989379,0.0906307176511142,0.1206213309989379,222.666119,218.172747,231.5990601029387,0.8541666666666666,4.8907449844448285,0.9798201359947356,1.0401180976389977,1.0615398269837006
col-0,20170501 WT S2,24h,5,7,0.095147213879956,0.2246644506955975,0.1001953221494508,0.2246644506955975,204.497267,221.0299455,249.9886890566339,0.7428571428571429,5.013762020800058,1.0808454740864581,1.2224549145521533,1.1310172858755643
col-0,20170501 WT S2,24h,9,8,0.0886576636831647,0.1691115538241086,0.0886576636831647,0.1691115538241086,219.442613,225.401215,240.6379126123231,0.7396825396825397,5.065932593637048,1.027153349655019,1.0965869815463922,1.0675981165954367
col-0,20170501 WT S2,24h,17,9,0.0679044146953877,0.1467298848505155,0.0679044146953877,0.1467298848505155,168.01304,136.60827700000002,144.45727210031092,0.9145299145299144,4.802405888832041,0.8130813953488374,0.8597979781825918,1.0574562191448393
col-0,20170501 WT S2,24h,31,10,0.0644010496074935,0.126452919225272,0.0573317582638778,0.126452919225272,83.957679,60.172112,64.26823831526747,0.9064327485380116,4.775565533156127,0.716695753344968,0.7654837422943466,1.0680735008149203
col-0,20170501 WT S2,24h,7,11,0.0997375227758349,0.2135532608103975,0.0997375227758349,0.2135532608103975,168.55029100000002,158.147158,181.9406370849612,0.8137931034482758,4.910803030352996,0.9382787597797738,1.0794442181352342,1.1504515122868109
col-0,20170501 WT S2,24h,14,12,0.0498763002102354,0.12494153764633,0.0500758476906453,0.12494153764633,201.615648,219.540295,228.8212965512637,0.8068181818181818,4.976945589730524,1.08890503875969,1.134938179755094,1.0422747065693054
col-0,20170501 WT S2,24h,23,13,0.1052138216504851,0.1651188095527875,0.0937518255943568,0.1651188095527875,164.789534,175.3147695,199.32994847947492,0.7839080459770115,4.9029604723989495,1.0638707765263782,1.2096032050158896,1.1369832048261908
col-0,20170501 WT S2,24h,27,14,0.1082862422451252,0.0525930097488077,0.0909757948200692,0.0525930097488077,111.162116,100.6368805,107.69661425331996,0.9011857707509882,4.796210660804419,0.9053163444639719,0.9688247950706513,1.0701505622813892
col-0,20170501 WT S2,24h,3,15,0.0801848014343659,0.2528279921181703,0.0801848014343659,0.2528279921181703,241.714109,266.4032345,307.4548537494749,0.6855600539811066,5.041615779947648,1.1021418468377449,1.2719772752258947,1.1540957988986988
col-0,20170501 WT S2,24h,8,16,0.1299802654733597,0.1736322974179743,0.0842924979395373,0.1736322974179743,156.437723,137.80488150000002,164.23772323054783,0.8148148148148148,4.90934461208833,0.8808929128941618,1.0498600981973372,1.1918135369576717
col-0,20170501 WT S2,24h,16,17,0.0737784108030794,0.2222261545768294,0.0737784108030794,0.2222261545768294,87.327708,75.654709,85.08387564844031,0.8333333333333334,4.889168357398028,0.866331096196868,0.9743056081174181,1.124634233256258
col-0,20170501 WT S2,24h,21,18,0.0423663205421918,0.1607200518973188,0.0364104027932311,0.1607200518973188,211.286166,231.457499,241.9187312801015,0.8064516129032258,4.883068835443314,1.0954692556634305,1.1449814053613974,1.0451972060758399
col-0,20170501 WT S2,24h,4,19,0.0880334145381086,0.1382838992761784,0.0880334145381086,0.1382838992761784,226.329194,233.1425135,251.3882720438467,0.7587301587301587,5.020681975527388,1.030103582218386,1.1107196009536742,1.0782601091063844
col-0,20170501 WT S2,24h,12,20,0.1082700811680177,0.3161699728134136,0.1174785711037522,0.3161699728134136,214.363149,203.9844365,257.54682841324654,0.7697478991596639,4.938391439006215,0.9515835042150831,1.2014510405109162,1.2625807773979196
col-0,20170501 WT S2,24h,37,21,0.0933403351188657,0.126135156088221,0.0933403351188657,0.126135156088221,115.215919,109.013112,117.33384235069606,0.81,4.867187139612008,0.9461636286562103,1.0183822111482361,1.0763277939510254
col-0,20170501 WT S2,24h,40,22,0.0535833685749378,0.2100181758881391,0.0535833685749378,0.2100181758881391,222.324232,226.524558,247.51248221504483,0.7807486631016043,4.941510022544329,1.0188927943760986,1.1132951185233144,1.0926518713924378
col-0,20170501 WT S2,24h,46,23,0.1045435762431601,0.2201847550167222,0.1045435762431601,0.2201847550167222,191.993971,190.138013,224.92022743762996,0.7361853832442068,4.949451928701811,0.9903332485372679,1.1714963041085804,1.1829314080274413
col-0,20170501 WT S2,24h,50,24,0.0740465058969401,0.2385221908837193,0.0740465058969401,0.2385221908837193,243.277021,230.6516225,247.6690325808776,0.8,4.984107275412852,0.9481027906042964,1.0180535406214037,1.073779711135037
col-0,20170501 WT S2,24h,53,25,0.0729825819691427,0.0972296461160266,0.0729825819691427,0.0972296461160266,180.516336,170.8213975,176.31800829563517,0.8021505376344086,4.93271818327784,0.94629329004329,0.9767426716196764,1.0321775308953036
col-0,20170501 WT S2,24h,34,26,0.051722969132074,0.1611062048023906,0.051722969132074,0.1611062048023906,174.85078,186.3039945,194.20366066976405,0.7677419354838709,4.9578899071864,1.0655027932960894,1.1106822667291736,1.0424020225168282
col-0,20170501 WT S2,24h,42,27,0.0604122919500011,0.2176300603942203,0.0479674907101581,0.2176300603942203,163.275463,176.34043050000002,187.51109349340908,0.8349753694581281,4.869080210254201,1.0800179479509424,1.1484340025629514,1.063347145981982
col-0,20170501 WT S2,24h,48,28,0.0594834808508961,0.1501386804195423,0.0635640284187171,0.1501386804195423,232.580842,234.094913,252.40406465905568,0.8609625668449198,4.83044193889423,1.006509869802604,1.0852315370801509,1.0782125139945082
col-0,20170501 WT S2,24h,52,29,0.0833848808016724,0.2802384280527925,0.0833848808016724,0.2802384280527925,107.645564,110.0143525,126.3547005613082,0.8066666666666666,4.871507496671367,1.022005444646098,1.173803135643455,1.1485292390491342
col-0,20170501 WT S2,24h,45,30,0.072231547792668,0.1896266825706478,0.0719565060229606,0.1896266825706478,139.88062399999998,131.4555515,141.0201603961572,0.9066666666666666,4.717272838163118,0.9397695530726259,1.008146492084259,1.072759261872308
col-0,20170501 WT S2,24h,33,31,0.089387482112837,0.1927144903046764,0.089387482112837,0.1927144903046764,138.073507,131.3578695,140.32433908896783,0.9133333333333332,4.819281178541946,0.9513618677042801,1.0163016942053034,1.0682598585307281
col-0,20170501 WT S2,24h,29,32,0.0800609154754449,0.0858780862058635,0.0860867553912725,0.0858780862058635,229.113131,249.968238,270.89403240432256,0.7619047619047619,5.023951834732352,1.0910253677254318,1.1823592616536787,1.083713813289841
col-0,20170501 WT S2,24h,43,33,0.0987137759291405,0.2033064400262909,0.0531693197416718,0.2239971074613302,141.345854,131.89512050000002,144.60907878323144,0.9133333333333332,4.740074962757009,0.9331375259156878,1.0230868093466077,1.0963944551931428
col-0,20170501 WT S2,24h,47,34,0.0987578381225061,0.3197663264459546,0.0895587955997461,0.3485777292888014,151.84666900000002,133.433612,151.39242089643972,0.8660968660968661,4.803336006699044,0.8787391444194275,0.9970085079471825,1.1345898430482397
col-0,20170501 WT S2,24h,49,35,0.1141150618315835,0.2455852407669125,0.1141150618315835,0.2455852407669125,196.243138,187.402917,230.9844267227071,0.7629233511586453,4.9046516645300455,0.9549527127924341,1.1770318650464462,1.2325551299860882
col-0,20170501 WT S2,24h,25,36,0.0219827788469567,0.1005690747980737,0.0238582838562065,0.0848704170448728,88.06032300000001,84.641453,86.79345461820301,0.8789473684210526,4.84533916829027,0.961175818080976,0.9856136300817679,1.0254249134664903
col-0,20170501 WT S2,24h,32,37,0.1396214830856966,0.0794009721440288,0.1495568661675604,0.0794009721440288,157.26802,144.3007345,169.28688791379034,0.8177339901477833,4.8289019516945855,0.9175465838509317,1.0764228348127631,1.173153334945709
