from,to,distance,distance normalised by mean labelledImageArea
3,7,5.831749928460581,1.083549191250286
3,9,8.054478919737763,1.3806770875845147
3,78,6.447826865103388,1.0242558534387365
3,130,6.122578076807189,1.0599407972951242
3,143,4.7990559857226085,0.8462640636032843
3,221,5.690226370136781,0.9796367071790871
4,33,4.639828242510706,0.7863714696075761
4,86,6.316955653706934,0.9888632498389833
4,135,6.497151614830916,1.1600502920295617
4,147,7.494069571661314,1.2727248874212618
4,149,6.01871199281873,1.0437707562320448
4,430,6.47729271906095,1.2106920001243733
6,13,4.125355923262865,0.8660963107944976
6,180,6.7970949962539144,1.3592409503477267
6,265,4.674375795996723,1.0441199333723599
6,394,5.601878620391555,1.1615407234643909
6,398,5.364451206423635,1.0048000131953834
6,431,6.114060971277601,1.345062719700023
7,60,8.028771839241664,1.484689220183035
7,129,7.323288692957561,1.4983869657803004
7,130,7.333631133599509,1.463979450118455
7,143,4.716276658488131,0.9649884261251914
7,190,2.797008697251406,0.6019653852436176
9,39,6.8349108699455625,1.2855584987861584
9,78,7.837328181415463,1.2986330037696738
9,135,4.261114310236232,0.7995268457743162
9,143,6.096650285607663,1.1330566493419338
9,147,7.637881695372089,1.356431128962889
9,196,5.809828613358572,1.0176852466008905
11,27,8.849419982857635,1.4249192996243918
11,42,4.192286221864628,0.7672770483998226
11,155,6.2169672490451475,1.110118740584632
11,260,7.169709772061908,1.2470371227557837
11,313,5.854169533529072,1.0610238295928835
11,429,6.561635990703842,1.0734604138467216
13,106,7.01526215761749,1.3227811234445817
13,162,4.145138074901728,0.7981498543534018
13,394,5.748604270812177,1.1011580997987915
13,398,6.046833929627967,1.0607280838292121
13,408,7.23958799184042,1.361905528562336
21,184,5.774106553952741,1.11947338552578
21,291,8.249792419109706,1.5802242884363187
21,360,3.4439446395666713,0.7099226871280391
27,42,8.52125876091766,1.369382782822656
27,128,8.12476254777332,1.230935617729451
27,180,6.68808031824529,1.0657838580407546
27,262,4.83744556365237,0.8230478103781806
27,264,6.720677454282416,1.0583973697672586
27,313,5.594999648480776,0.8923677084315846
27,341,8.23861003413197,1.3115256291468327
31,40,6.044739905488073,1.0730932176823171
31,200,6.620368022666284,1.1718034510928352
31,213,6.578021237705152,1.2838542640407762
31,216,5.005312743535613,0.8984895703646736
31,225,6.412916579443396,1.229469208934207
31,247,6.823838730421462,1.1758765611667974
31,259,7.231837438784144,1.2227486746652578
33,104,7.126335825829429,1.329185226808274
33,112,7.369528111378638,1.229003410512477
33,135,6.4126245212159425,1.1821083429196975
33,236,5.105027738063725,0.9096519009660365
33,396,8.067616191447135,1.4335051494117026
33,430,7.006359817794115,1.3563693185537966
34,74,5.990748137013357,1.142708771077217
34,111,4.435383377792837,0.8247876645068312
34,157,7.889788332669071,1.2622772720349043
34,182,6.453582791453208,1.178513978540629
34,229,4.8386509901666805,0.8039279047535856
35,100,7.068016616144874,1.1696428939284982
35,136,4.519558180718553,0.796865388781849
35,140,6.220388882666421,1.0731397937566698
35,204,7.827819283561673,1.327163715415606
35,321,4.937147429244949,0.8961321648403273
35,329,7.444371861345994,1.2509438264607908
35,407,9.223126342650843,1.4635845784248704
39,147,5.008605482926361,0.9277056663389066
39,196,4.979600515352612,0.9086499169513768
39,296,5.156569449740786,0.9648050680290654
39,334,6.3610368900753915,1.157278318779824
40,63,7.509683322364533,1.1700534337378807
40,247,7.366600022249069,1.3032678974479603
40,259,5.051571034440671,0.8760153198056577
40,277,4.2957945411762894,0.7707200177290129
41,43,6.142788929110294,1.0685503062304853
41,228,3.8648642108560507,0.7226734713233672
41,247,7.294456977136816,1.3115391058473214
41,279,6.18859689898284,1.1233118159273008
41,280,4.119940627776087,0.8255863565555587
42,74,5.244000848345088,0.9972088628786664
42,260,5.763269524993257,1.000115563519058
42,341,5.870538625108943,1.058770052800688
43,58,5.479476905225535,0.9833179394660345
43,228,7.510017364712012,1.29408642510803
43,231,7.71373595347935,1.3341970179631584
43,248,5.484303006991866,0.9418753041823612
43,280,6.104105461539797,1.114808880830296
43,281,7.267410363673225,1.229723394255173
43,308,7.127424231859644,1.2020136824208458
45,65,4.229833830412256,0.7865603429023635
45,95,7.5433344337169626,1.299681774606519
45,128,6.651785493414531,1.1069954616231599
45,215,7.340235682054088,1.2844981943210838
45,240,7.0951497355587945,1.1904429329024062
45,264,5.151424999939335,0.8986439490725636
46,113,7.741793536417838,1.4353893659387877
46,165,6.569746402845394,1.1760837572368066
46,167,6.523232867114282,1.196994995551822
46,270,4.116401136138217,0.7426238907032383
46,312,4.648231420608918,0.8233182736596033
46,376,8.080905051917144,1.3927917181088558
47,246,6.747290387859408,1.309324377797246
47,258,5.23062704076672,0.9488643390417063
47,274,4.448672249345863,0.8733554191122911
47,275,6.271486532880384,1.1810887128390413
47,302,6.0049685441640746,1.0058030546384567
50,61,7.870021172022599,1.3445878840098269
50,254,3.905742672027947,0.7713851881202487
50,267,6.687025911606744,1.2067898190483488
50,374,4.631294603628666,0.8919895813992873
50,376,5.820364772555065,1.0678822399518901
58,281,4.927500686679302,0.9336725742891424
58,308,4.937059677743424,0.931576245239464
58,309,4.744532200291195,0.9165863942090179
59,75,7.884256012592436,1.4214337132529535
59,281,6.619331420032163,1.1477995803309409
59,309,6.942553994719811,1.2234710305819245
59,327,4.511260421896414,0.8133514807482873
60,107,8.08019048365198,1.4732784920683901
60,143,6.986217669554821,1.226684332809949
60,190,7.698768591671008,1.4023665036538249
60,196,5.216551011923492,0.8685275508817051
60,291,4.3663162970174305,0.7719480051881153
60,334,8.136005722982256,1.3512480402304459
60,360,7.067876865792159,1.3292741187942396
61,113,6.167638724743935,1.0270735594274658
61,172,7.841982077857868,1.3077719157805832
61,254,8.171019104845122,1.3513008448355432
61,276,6.400677981822566,1.0650798508379051
61,376,6.618389829159655,1.0382717304013611
62,274,6.245408037310294,1.0621419199993904
62,302,7.885770923479834,1.1851563893693393
62,319,8.864839915762719,1.2310591719104809
62,335,6.745569499634558,1.047975660789748
62,336,9.078118074711302,1.3805870069893182
63,71,6.102550117729474,0.9784270707641156
63,80,8.41934972703409,1.299668543414781
63,259,8.531855565057343,1.2797948122228833
63,275,7.9259821926433816,1.2343872530440796
63,277,7.487076942051552,1.1517625827515534
63,305,7.512959041482922,1.227129435651515
63,306,7.647156413870452,1.204139239964908
63,323,8.888602326856569,1.3144570779392302
63,324,6.483600237591767,1.086339608033517
65,95,5.94632468504706,1.084081824209211
65,215,6.719659852433009,1.2466150499956234
65,311,4.757537440409689,0.945774554249173
65,374,5.747313633002813,1.0870840276350793
71,80,5.718745186350674,1.0715443928091803
71,323,5.559654315476818,0.9790855457510845
71,361,6.592967742496545,1.1797946753384432
71,362,5.883594323039275,1.1498876532895528
72,257,5.396846614459224,1.078273276026837
72,296,6.173852931516914,1.1988052644808982
72,338,4.695971580876528,0.9509552333868712
72,363,3.7372843041438535,0.7674135527040822
72,366,5.769870632180586,1.1991530950677183
73,75,6.1759110606937995,1.0777260629122174
73,82,4.384936710615105,0.7811361263205222
73,308,7.584243362663146,1.2717473860263107
73,309,7.044426141432673,1.2032967050782855
73,325,6.502567390654249,1.2058240098730841
73,364,7.43803527698007,1.2149590188856147
73,383,7.107588736948698,1.2437768213963378
73,384,7.8394293803886015,1.3949030106276556
74,111,6.946938553987938,1.3435322137886598
74,229,7.231084762606784,1.2393464562061745
74,260,6.297187527211175,1.133651660898681
74,341,4.901892171478684,0.9199621659705899
75,309,4.128583554017043,0.7777945165175307
75,327,5.999397431693367,1.1601917519267055
75,364,6.294984657836745,1.123701361934456
75,365,6.919858516501619,1.2155507902573606
78,103,9.197606971716555,1.370992427611188
78,135,8.144902051939546,1.3968289072689204
78,221,6.370631931123395,1.0598828118144392
78,236,4.585209889617813,0.7634803939402562
78,413,7.312677416471274,1.1840448084686872
80,324,4.959884705233479,0.9879964180398886
80,348,6.123497488782779,1.0483274122122914
