group1,group2,reject,adjusted p-value,mean difference,lower conf. interval,upper conf. interval
cotyledon_WT_96,cotyledon_speechless_96,True,0.0,-0.08883311895645282,-0.09625697409366629,-0.08140926381923935

self.anovaAllVsAllLetters={'cotyledon_WT_96': 'a', 'cotyledon_speechless_96': 'b'}
